ValuationDate,SchemeName,ISIN,NAV,AUM_Cr
2025-10-24,Liquid Ultra Fund,INF61843904,1612.6476,2735.97
2025-11-09,Short Term Debt Fund,INF22606205,648.2586,3321.08
2025-10-25,Arbitrage Edge Fund,INF81903306,659.1097,1429.9
2025-11-10,Balanced Advantage Fund,INF19350607,1066.9241,4565.43
2025-11-03,Arbitrage Edge Fund,INF58435508,44.9369,4539.2
2025-10-27,Liquid Ultra Fund,INF34130209,193.7979,1910.0
2025-10-26,Dynamic Asset Allocator,INF20118900,1734.7777,445.23
2025-11-05,Overnight Fund,INF72018301,642.1206,1731.86
2025-11-01,Liquid Ultra Fund,INF49645202,969.1936,3310.03
2025-10-30,Balanced Advantage Fund,INF51410903,849.1352,331.8
2025-11-17,Overnight Fund,INF17290504,1801.9277,2047.06
2025-11-23,Arbitrage Edge Fund,INF46412205,595.1357,1002.02
2025-10-30,Liquid Ultra Fund,INF73817906,266.8111,4729.43
2025-10-31,Liquid Ultra Fund,INF47908207,1396.1935,2538.17
2025-11-03,Alpha Equity Fund - Regular,INF65951908,194.0001,3928.35
2025-11-26,Liquid Ultra Fund,INF83579809,1504.1157,1515.45
2025-11-19,Short Term Debt Fund,INF38074200,1299.5353,1151.57
2025-11-19,Dynamic Asset Allocator,INF66277101,394.93,4976.44
2025-11-14,Liquid Ultra Fund,INF42878902,853.8275,212.52
2025-11-10,Dynamic Asset Allocator,INF16812403,886.8546,1050.57
2025-11-08,Liquid Ultra Fund,INF35139104,307.4132,4498.9
2025-11-25,Arbitrage Edge Fund,INF29838705,60.5452,2079.4
2025-11-13,Liquid Ultra Fund,INF53909306,934.9372,3803.9
2025-11-07,Balanced Advantage Fund,INF19390807,1090.1709,2662.86
2025-11-11,Balanced Advantage Fund,INF26753808,1452.9385,2754.72
2025-11-25,Arbitrage Edge Fund,INF61258809,757.6524,1098.86
2025-10-24,Dynamic Asset Allocator,INF14670400,1743.3721,4427.88
2025-10-25,Liquid Ultra Fund,INF48206701,1884.1957,899.89
2025-11-06,Liquid Ultra Fund,INF38049102,1455.8618,4713.06
2025-11-10,Balanced Advantage Fund,INF88077503,1523.9345,2792.78
2025-11-05,Dynamic Asset Allocator,INF91205604,1943.3588,4995.09
2025-11-09,Balanced Advantage Fund,INF47234405,582.8701,2000.56
2025-11-13,Short Term Debt Fund,INF32553406,736.0536,249.64
2025-11-09,Balanced Advantage Fund,INF73544807,1284.4993,457.44
2025-11-19,Dynamic Asset Allocator,INF82068408,1933.3153,2490.92
2025-10-23,Overnight Fund,INF69561509,216.3317,833.68
2025-11-18,Dynamic Asset Allocator,INF58963900,1712.6316,1447.44
2025-11-10,Alpha Equity Fund - Regular,INF62576201,1207.278,192.87
2025-11-22,Dynamic Asset Allocator,INF38775802,1048.6488,3271.29
2025-11-02,Overnight Fund,INF75095303,338.0919,2631.68
2025-10-30,Liquid Ultra Fund,INF81789404,995.4605,2454.33
2025-11-22,Dynamic Asset Allocator,INF13082705,1859.398,4603.07
2025-11-02,Dynamic Asset Allocator,INF83052706,1518.2214,551.06
2025-11-13,Balanced Advantage Fund,INF36159207,530.7511,1800.99
2025-11-23,Short Term Debt Fund,INF34399008,1442.4374,1678.24
2025-11-08,Short Term Debt Fund,INF20746809,294.1996,1735.84
2025-11-06,Dynamic Asset Allocator,INF58327400,1515.3482,1641.93
2025-11-05,Liquid Ultra Fund,INF87946801,1441.8536,3519.13
2025-10-28,Balanced Advantage Fund,INF17442502,1446.4226,449.56
2025-10-25,Liquid Ultra Fund,INF78620503,1721.3258,2883.75
2025-10-21,Balanced Advantage Fund,INF39949104,1156.3158,2774.33
2025-11-17,Balanced Advantage Fund,INF43807205,1461.0316,4915.54
2025-11-21,Liquid Ultra Fund,INF11705606,904.8829,4046.36
2025-11-14,Arbitrage Edge Fund,INF53276807,841.0565,3187.28
2025-11-22,Short Term Debt Fund,INF34229608,1726.6715,961.57
2025-11-20,Liquid Ultra Fund,INF84101109,1289.3437,2640.0
2025-10-27,Short Term Debt Fund,INF37559500,720.4054,4647.19
2025-10-31,Arbitrage Edge Fund,INF39176301,612.4839,3493.64
2025-10-30,Dynamic Asset Allocator,INF10601102,513.8755,4295.17
2025-10-23,Alpha Equity Fund - Regular,INF41787403,1735.0049,4918.53
2025-11-23,Alpha Equity Fund - Regular,INF89108504,1240.2615,1129.39
2025-11-04,Balanced Advantage Fund,INF52134705,1793.8652,3046.21
2025-11-07,Balanced Advantage Fund,INF11387806,1270.0714,4805.84
2025-10-24,Alpha Equity Fund - Regular,INF94927107,631.8476,1147.63
2025-10-26,Arbitrage Edge Fund,INF19792908,1949.3432,4704.94
2025-11-08,Overnight Fund,INF66078909,1629.6803,2485.58
2025-10-22,Dynamic Asset Allocator,INF61200800,539.6326,117.11
2025-11-16,Liquid Ultra Fund,INF82810801,48.3824,2878.86
2025-10-23,Arbitrage Edge Fund,INF28384302,647.8843,1882.99
2025-11-10,Liquid Ultra Fund,INF64525303,1285.8685,895.22
2025-10-31,Short Term Debt Fund,INF11241104,446.8109,3682.57
2025-11-14,Liquid Ultra Fund,INF53467205,723.8793,571.91
2025-11-20,Liquid Ultra Fund,INF34868706,1691.0675,1709.48
2025-11-15,Balanced Advantage Fund,INF88954107,1771.6044,4204.6
2025-10-24,Short Term Debt Fund,INF79513508,571.9419,4747.9
2025-11-16,Arbitrage Edge Fund,INF95826509,1298.9642,1362.68
2025-11-25,Balanced Advantage Fund,INF91994700,1348.8351,3182.86
2025-10-21,Alpha Equity Fund - Regular,INF89171101,1673.3842,4017.88
2025-11-19,Dynamic Asset Allocator,INF25793602,1407.2969,1905.82
2025-10-21,Balanced Advantage Fund,INF85257003,1202.2472,4102.77
2025-11-08,Arbitrage Edge Fund,INF98764104,502.7377,424.84
2025-11-18,Overnight Fund,INF34596305,759.2387,4828.94
2025-11-16,Short Term Debt Fund,INF76841106,30.9542,2053.65
2025-10-31,Short Term Debt Fund,INF64064107,912.1589,3976.57
2025-11-11,Arbitrage Edge Fund,INF60715508,1284.9184,448.36
2025-11-24,Arbitrage Edge Fund,INF70922209,1404.7651,712.12
2025-11-06,Dynamic Asset Allocator,INF95876200,1691.212,4928.3
2025-10-27,Arbitrage Edge Fund,INF18566901,1498.4482,2047.31
2025-11-15,Arbitrage Edge Fund,INF53449302,1802.4366,4008.27
2025-11-09,Dynamic Asset Allocator,INF28439603,328.025,2163.62
2025-10-29,Alpha Equity Fund - Regular,INF88154304,1187.6308,2528.81
2025-11-14,Balanced Advantage Fund,INF39272005,431.2562,3591.79
2025-11-01,Balanced Advantage Fund,INF28499306,208.799,2866.83
2025-11-24,Alpha Equity Fund - Regular,INF24859307,749.7791,2672.73
2025-11-13,Alpha Equity Fund - Regular,INF89417408,1479.9643,4270.96
2025-10-31,Dynamic Asset Allocator,INF16543709,1020.1992,2259.17
2025-11-20,Dynamic Asset Allocator,INF84552300,48.9237,1290.89
2025-11-12,Short Term Debt Fund,INF49286801,157.9417,1192.91
2025-10-25,Balanced Advantage Fund,INF42419602,1591.0332,2219.16
2025-11-05,Liquid Ultra Fund,INF79944003,177.1235,3147.39
2025-10-27,Dynamic Asset Allocator,INF65796004,695.1569,3321.05
2025-11-20,Overnight Fund,INF64045805,1581.8234,1553.49
2025-11-26,Short Term Debt Fund,INF60104306,469.9112,1491.42
2025-11-18,Alpha Equity Fund - Regular,INF76536007,1026.7348,2110.31
2025-11-01,Balanced Advantage Fund,INF34834908,1795.1585,1048.52
2025-11-01,Overnight Fund,INF62433109,813.7842,4321.14
2025-11-04,Dynamic Asset Allocator,INF52390600,323.3989,821.66
2025-11-19,Short Term Debt Fund,INF84821001,1301.5535,1142.64
2025-11-02,Dynamic Asset Allocator,INF38985802,993.8557,2412.24
2025-10-29,Dynamic Asset Allocator,INF26796703,60.4852,1270.24
2025-11-22,Alpha Equity Fund - Regular,INF97737004,122.6778,105.28
2025-11-16,Balanced Advantage Fund,INF18828205,762.2254,4948.27
2025-10-30,Short Term Debt Fund,INF86789706,355.6995,3096.12
2025-11-01,Balanced Advantage Fund,INF56005207,1193.3407,4908.77
2025-11-04,Balanced Advantage Fund,INF91003408,1253.8239,3406.3
2025-10-30,Liquid Ultra Fund,INF44674809,1386.7074,61.87
2025-10-26,Liquid Ultra Fund,INF68583700,1051.5297,3165.09
2025-10-26,Overnight Fund,INF53544301,1158.8413,1129.9
2025-11-07,Overnight Fund,INF20462302,327.7856,3921.92
2025-11-24,Liquid Ultra Fund,INF80345103,113.9574,2974.61
2025-10-27,Dynamic Asset Allocator,INF42920804,1801.0523,2707.45
2025-10-24,Arbitrage Edge Fund,INF33239505,1718.3748,527.84
2025-11-24,Short Term Debt Fund,INF90589906,586.817,4659.95
2025-10-23,Balanced Advantage Fund,INF23205607,1439.5902,2673.14
2025-11-25,Liquid Ultra Fund,INF16658608,1111.2593,2526.92
2025-11-15,Liquid Ultra Fund,INF43425309,311.7527,4118.69
2025-11-25,Short Term Debt Fund,INF85395200,388.3653,2816.04
2025-11-24,Balanced Advantage Fund,INF26077301,80.2786,3986.67
2025-11-20,Liquid Ultra Fund,INF69843402,1520.7569,698.53
2025-11-06,Alpha Equity Fund - Regular,INF66767403,501.4052,2076.85
2025-11-02,Liquid Ultra Fund,INF69697804,1831.4298,3192.79
2025-10-26,Liquid Ultra Fund,INF71403605,1968.7385,2943.61
2025-11-22,Short Term Debt Fund,INF10289806,1206.788,4994.52
2025-10-29,Balanced Advantage Fund,INF23235907,71.6984,1061.57
2025-10-25,Balanced Advantage Fund,INF71195908,663.5288,3618.32
2025-11-21,Balanced Advantage Fund,INF97791709,1789.1702,4862.68
2025-11-07,Balanced Advantage Fund,INF61430000,698.8415,2396.86
2025-10-23,Overnight Fund,INF11653701,1063.7147,322.79
2025-11-19,Overnight Fund,INF13465902,828.4592,2215.55
2025-11-14,Alpha Equity Fund - Regular,INF44853503,420.6993,3777.61
2025-11-12,Overnight Fund,INF42109404,574.4178,1330.15
2025-11-15,Short Term Debt Fund,INF91154405,521.3093,2203.77
2025-11-13,Short Term Debt Fund,INF66765306,997.1195,3857.17
2025-11-06,Dynamic Asset Allocator,INF21436007,1340.3544,2127.93
2025-10-27,Liquid Ultra Fund,INF22351708,1702.1325,1561.13
2025-10-21,Arbitrage Edge Fund,INF67440409,661.4835,422.14
2025-11-06,Overnight Fund,INF42187800,1720.232,2514.15
2025-11-20,Overnight Fund,INF61947401,156.3495,3268.26
2025-10-28,Overnight Fund,INF43472002,1350.9394,1856.45
2025-11-18,Overnight Fund,INF74114003,1685.3253,3506.02
2025-10-26,Balanced Advantage Fund,INF61724204,834.9229,2123.29
2025-11-20,Liquid Ultra Fund,INF35889605,1610.3652,236.14
2025-11-09,Alpha Equity Fund - Regular,INF99367406,700.782,3424.8
2025-11-17,Dynamic Asset Allocator,INF50357607,1539.5301,154.14
2025-11-04,Overnight Fund,INF66006908,1358.8016,1953.89
2025-10-31,Short Term Debt Fund,INF40151909,582.131,1775.05
2025-11-15,Short Term Debt Fund,INF10485300,307.8161,1212.41
2025-11-22,Dynamic Asset Allocator,INF20574701,137.9442,101.42
2025-11-06,Arbitrage Edge Fund,INF50483102,801.608,2658.24
2025-10-31,Liquid Ultra Fund,INF92360603,740.9918,3594.84
2025-11-13,Short Term Debt Fund,INF49718404,1182.8439,2183.76
2025-11-19,Arbitrage Edge Fund,INF45931105,1425.712,3492.8
2025-11-18,Short Term Debt Fund,INF32101406,1845.4335,4162.83
2025-10-24,Dynamic Asset Allocator,INF96230607,1569.7294,3088.21
2025-11-24,Arbitrage Edge Fund,INF84617108,208.9127,2926.9
2025-10-23,Overnight Fund,INF67942009,992.3499,725.76
2025-11-06,Balanced Advantage Fund,INF30647700,999.0185,3343.15
2025-11-01,Alpha Equity Fund - Regular,INF98493701,1440.6736,577.11
2025-11-05,Alpha Equity Fund - Regular,INF66561402,63.3018,2613.84
2025-10-23,Arbitrage Edge Fund,INF69353203,458.5627,3484.25
2025-10-30,Dynamic Asset Allocator,INF46397204,1512.4761,1748.59
2025-11-08,Overnight Fund,INF61087505,620.4835,1180.08
2025-11-04,Overnight Fund,INF27832106,880.6951,4687.17
2025-10-28,Short Term Debt Fund,INF24841707,1595.3981,3900.6
2025-10-25,Short Term Debt Fund,INF99121308,210.6161,3465.88
2025-11-16,Liquid Ultra Fund,INF40512109,679.6172,64.67
2025-11-14,Balanced Advantage Fund,INF26766800,1896.5195,3814.52
2025-11-19,Alpha Equity Fund - Regular,INF89009901,693.1703,2665.38
2025-11-02,Dynamic Asset Allocator,INF50905802,185.7768,1624.7
2025-10-27,Overnight Fund,INF67479003,1329.8936,3895.3
2025-11-03,Balanced Advantage Fund,INF19116104,1831.9356,4015.0
2025-11-16,Alpha Equity Fund - Regular,INF51987905,1372.492,2375.06
2025-10-27,Alpha Equity Fund - Regular,INF48720006,1862.9014,1913.42
2025-11-15,Overnight Fund,INF68443407,1232.2659,239.94
2025-11-12,Arbitrage Edge Fund,INF69868408,111.8763,3404.76
2025-11-22,Balanced Advantage Fund,INF26619109,1401.5189,496.96
2025-10-23,Short Term Debt Fund,INF70780200,944.4321,2821.43
2025-10-27,Dynamic Asset Allocator,INF32578001,224.8154,3871.76
2025-11-03,Balanced Advantage Fund,INF39552202,1724.7398,1315.92
2025-11-15,Short Term Debt Fund,INF47381303,1538.8976,2770.02
2025-11-06,Liquid Ultra Fund,INF71053204,1167.1282,62.61
2025-11-06,Dynamic Asset Allocator,INF26276605,1253.0859,1090.96
2025-10-30,Liquid Ultra Fund,INF42687606,469.8613,2707.75
2025-10-31,Arbitrage Edge Fund,INF75137007,293.9106,2203.14
2025-11-20,Arbitrage Edge Fund,INF78465308,1977.2692,987.05
2025-10-29,Overnight Fund,INF53724109,1445.563,4621.43
2025-11-15,Overnight Fund,INF29176500,1572.7571,4573.19
2025-11-11,Balanced Advantage Fund,INF92840701,1194.0697,1630.49
2025-11-07,Liquid Ultra Fund,INF76657002,1759.5742,1471.19
2025-10-28,Short Term Debt Fund,INF16528903,1875.5313,3011.46
2025-11-11,Overnight Fund,INF24563404,932.6451,1681.34
2025-11-20,Balanced Advantage Fund,INF59627705,850.2484,4253.19
2025-10-23,Dynamic Asset Allocator,INF70881506,490.9703,2468.67
2025-11-11,Alpha Equity Fund - Regular,INF77256407,97.1832,359.95
2025-11-05,Alpha Equity Fund - Regular,INF13874908,670.7047,1968.04
2025-11-02,Arbitrage Edge Fund,INF66707609,241.013,1939.56
2025-11-17,Dynamic Asset Allocator,INF39971300,478.3254,318.06
2025-11-02,Arbitrage Edge Fund,INF51708501,1686.1416,2647.15
2025-10-26,Alpha Equity Fund - Regular,INF56833702,1482.6076,202.5
2025-11-11,Liquid Ultra Fund,INF77828703,741.1752,4291.62
2025-11-10,Liquid Ultra Fund,INF85157804,1812.1449,2895.3
2025-10-30,Arbitrage Edge Fund,INF26787105,94.6326,1244.01
2025-10-28,Arbitrage Edge Fund,INF82809906,82.2583,260.1
2025-11-10,Overnight Fund,INF59490607,955.4841,2332.95
2025-11-09,Alpha Equity Fund - Regular,INF64638308,396.1557,4020.56
2025-11-23,Balanced Advantage Fund,INF17188409,1608.9696,3526.87
2025-11-22,Alpha Equity Fund - Regular,INF78296800,1323.2715,2661.74
2025-10-21,Alpha Equity Fund - Regular,INF95911301,131.9162,2839.61
2025-11-13,Dynamic Asset Allocator,INF85195902,1289.9261,2251.69
2025-11-26,Balanced Advantage Fund,INF44989103,911.1721,3716.17
2025-10-31,Overnight Fund,INF57185004,1522.8378,847.36
2025-10-21,Dynamic Asset Allocator,INF14752905,803.1686,4779.4
2025-10-23,Alpha Equity Fund - Regular,INF18898206,1138.3654,545.67
2025-11-03,Dynamic Asset Allocator,INF53672707,1213.0854,3070.66
2025-10-28,Balanced Advantage Fund,INF17435508,818.2408,4926.78
2025-11-14,Short Term Debt Fund,INF20988209,1237.7737,1409.8
2025-10-22,Balanced Advantage Fund,INF21121500,356.6022,3476.85
2025-11-18,Overnight Fund,INF34702301,1313.4718,3675.44
2025-11-25,Balanced Advantage Fund,INF34515102,1757.1853,4572.57
2025-11-25,Balanced Advantage Fund,INF39328403,603.8321,4239.1
2025-10-28,Balanced Advantage Fund,INF86064004,1843.2698,1775.18
2025-11-17,Dynamic Asset Allocator,INF97143805,737.5424,2336.02
2025-11-05,Dynamic Asset Allocator,INF98474406,1377.5565,4760.68
2025-11-14,Alpha Equity Fund - Regular,INF38673207,1389.1184,4707.49
2025-10-28,Short Term Debt Fund,INF31973608,457.4173,3629.78
2025-11-06,Overnight Fund,INF42939609,1956.8072,2982.16
2025-10-23,Liquid Ultra Fund,INF46157200,1128.0061,1242.02
2025-11-19,Liquid Ultra Fund,INF78251401,1024.1904,340.36
2025-11-03,Dynamic Asset Allocator,INF40099902,1891.8913,184.68
2025-11-21,Dynamic Asset Allocator,INF65783203,1090.8482,4622.37
2025-11-15,Liquid Ultra Fund,INF91476004,1420.4725,109.25
2025-11-05,Balanced Advantage Fund,INF22646905,909.682,889.03
2025-10-25,Alpha Equity Fund - Regular,INF34486606,1541.0434,3798.92
2025-11-12,Balanced Advantage Fund,INF54691207,678.5561,2259.03
2025-10-30,Arbitrage Edge Fund,INF94809608,1155.4224,4446.99
2025-11-01,Overnight Fund,INF74604609,1623.7508,184.94
2025-11-04,Arbitrage Edge Fund,INF63562400,1499.0192,1268.44
2025-11-15,Alpha Equity Fund - Regular,INF68081601,491.3675,2063.82
2025-11-16,Balanced Advantage Fund,INF14543202,1508.6192,149.89
2025-11-24,Alpha Equity Fund - Regular,INF51154003,1941.5871,336.15
2025-11-22,Arbitrage Edge Fund,INF54258204,1768.3549,3520.45
2025-11-16,Short Term Debt Fund,INF54179605,1443.6093,3117.73
2025-10-24,Dynamic Asset Allocator,INF63629306,907.7994,269.95
2025-11-12,Alpha Equity Fund - Regular,INF75723007,367.9931,3087.1
2025-10-30,Short Term Debt Fund,INF74549308,257.8656,4367.9
2025-10-25,Arbitrage Edge Fund,INF28571609,1223.2238,3601.17
2025-11-05,Alpha Equity Fund - Regular,INF75219000,1635.1273,402.64
2025-11-02,Short Term Debt Fund,INF17476401,790.1922,2548.22
2025-10-24,Dynamic Asset Allocator,INF89763402,1278.3272,1590.43
2025-11-02,Overnight Fund,INF99172603,1143.3486,522.99
2025-10-28,Overnight Fund,INF45121304,859.5618,3540.01
2025-11-25,Overnight Fund,INF15661205,1817.9097,3697.44
2025-11-17,Arbitrage Edge Fund,INF23761006,291.5116,3340.9
2025-10-22,Liquid Ultra Fund,INF40952207,1288.5291,4132.32
2025-11-23,Liquid Ultra Fund,INF85197008,514.9665,4164.91
2025-11-22,Overnight Fund,INF37536409,700.8498,276.61
2025-10-25,Liquid Ultra Fund,INF50405800,901.8906,4731.47
2025-10-31,Liquid Ultra Fund,INF26918401,31.4504,2749.41
2025-11-19,Alpha Equity Fund - Regular,INF42914302,1861.4426,1026.89
2025-11-20,Arbitrage Edge Fund,INF49778703,1334.4025,2445.38
2025-10-25,Liquid Ultra Fund,INF32755804,1036.0268,355.09
2025-11-19,Arbitrage Edge Fund,INF10284005,998.858,4362.49
2025-11-16,Short Term Debt Fund,INF45675106,1132.8489,4386.68
2025-11-23,Alpha Equity Fund - Regular,INF45941507,558.1057,2211.11
2025-11-18,Dynamic Asset Allocator,INF46873308,1961.0238,1086.34
2025-11-24,Dynamic Asset Allocator,INF75982009,1822.9047,2236.7
2025-10-24,Dynamic Asset Allocator,INF75163100,1644.067,3141.72
2025-11-11,Overnight Fund,INF48346601,1899.2262,2084.28
2025-11-23,Short Term Debt Fund,INF40116602,67.6808,3913.22
2025-10-21,Short Term Debt Fund,INF39823603,135.0615,4917.84
2025-11-05,Alpha Equity Fund - Regular,INF55647004,238.8041,1611.06
2025-11-05,Dynamic Asset Allocator,INF73057205,683.2738,663.43
2025-11-25,Liquid Ultra Fund,INF60548506,417.396,939.46
2025-11-09,Liquid Ultra Fund,INF53433207,1659.9431,3021.53
2025-10-29,Arbitrage Edge Fund,INF44995108,991.3532,3942.31
2025-10-24,Short Term Debt Fund,INF48890609,779.079,1259.88
2025-10-31,Dynamic Asset Allocator,INF19503000,917.4079,1555.49
2025-11-04,Alpha Equity Fund - Regular,INF14153401,318.2668,4912.77
2025-11-06,Arbitrage Edge Fund,INF96359302,487.1346,3980.54
2025-11-26,Balanced Advantage Fund,INF15237503,1091.5908,3919.62
2025-10-28,Dynamic Asset Allocator,INF90729204,1301.633,4982.59
2025-11-23,Arbitrage Edge Fund,INF27480105,674.2295,4872.85
2025-11-15,Overnight Fund,INF82075906,610.582,3734.15
2025-11-05,Overnight Fund,INF12020107,1685.1956,2117.65
2025-11-15,Alpha Equity Fund - Regular,INF74840808,152.6128,4663.3
2025-10-25,Short Term Debt Fund,INF96094809,1691.5848,3998.03
2025-10-31,Alpha Equity Fund - Regular,INF79919100,381.8178,2595.08
2025-10-26,Alpha Equity Fund - Regular,INF77689601,25.2631,4523.97
2025-10-24,Arbitrage Edge Fund,INF62207602,347.8764,4597.86
2025-11-11,Short Term Debt Fund,INF62275003,552.7188,2054.15
2025-11-19,Short Term Debt Fund,INF96358604,1876.8364,3852.87
2025-11-05,Arbitrage Edge Fund,INF74500805,1792.7654,2192.97
2025-11-19,Overnight Fund,INF25473106,36.8657,2085.06
2025-11-01,Liquid Ultra Fund,INF77029507,889.3746,3624.79
2025-11-25,Liquid Ultra Fund,INF37597708,1733.2014,4701.98
2025-11-07,Balanced Advantage Fund,INF68191709,1060.8091,1494.81
2025-11-22,Alpha Equity Fund - Regular,INF10060200,631.7527,2966.29
2025-11-04,Overnight Fund,INF14050801,73.8359,1992.37
2025-11-20,Alpha Equity Fund - Regular,INF33028802,1373.734,1677.75
2025-10-27,Arbitrage Edge Fund,INF56136703,1783.716,2118.59
2025-11-22,Overnight Fund,INF26972904,845.7853,3718.72
2025-11-06,Short Term Debt Fund,INF84387805,601.6502,429.05
2025-11-16,Liquid Ultra Fund,INF48969106,1849.625,1333.26
2025-11-12,Arbitrage Edge Fund,INF18559407,1496.6372,4612.12
2025-11-04,Alpha Equity Fund - Regular,INF82331108,111.1401,2206.55
2025-11-01,Dynamic Asset Allocator,INF96977809,1258.5232,4254.41
2025-11-03,Alpha Equity Fund - Regular,INF98297000,1188.2801,1279.51
2025-11-16,Dynamic Asset Allocator,INF23605301,997.878,1681.71
2025-11-18,Short Term Debt Fund,INF90067102,1392.5977,2775.57
2025-10-30,Dynamic Asset Allocator,INF90012203,1057.8366,2650.72
2025-10-23,Overnight Fund,INF25875404,1025.8805,75.26
2025-10-24,Dynamic Asset Allocator,INF84934905,566.0074,3628.51
2025-11-03,Arbitrage Edge Fund,INF15252706,25.2257,2948.84
2025-11-12,Short Term Debt Fund,INF75432807,1634.8885,1422.05
2025-11-05,Alpha Equity Fund - Regular,INF74179208,1503.7882,4936.3
2025-11-20,Liquid Ultra Fund,INF72050409,1594.8343,3158.79
2025-11-04,Short Term Debt Fund,INF54356100,744.0904,1107.69
2025-10-24,Arbitrage Edge Fund,INF46924001,669.9595,2593.67
2025-10-27,Alpha Equity Fund - Regular,INF14443702,193.7864,3567.31
2025-10-24,Dynamic Asset Allocator,INF54761203,1496.6528,3622.66
2025-11-14,Short Term Debt Fund,INF62354604,1743.1868,2668.05
2025-11-25,Short Term Debt Fund,INF61446805,908.8157,3436.81
2025-10-22,Liquid Ultra Fund,INF16781506,1012.4243,1678.88
2025-11-23,Balanced Advantage Fund,INF61669107,774.5746,1928.44
2025-11-12,Dynamic Asset Allocator,INF80134508,636.4497,3821.33
2025-11-13,Arbitrage Edge Fund,INF87258909,545.3567,1371.73
2025-11-25,Dynamic Asset Allocator,INF78075100,121.1616,1606.95
2025-10-24,Overnight Fund,INF85715101,274.9434,671.28
2025-10-25,Alpha Equity Fund - Regular,INF70653702,1565.6318,4363.68
2025-10-30,Alpha Equity Fund - Regular,INF26738103,1106.3396,3092.64
2025-11-01,Dynamic Asset Allocator,INF27192704,1287.8145,4553.39
2025-11-16,Alpha Equity Fund - Regular,INF26915205,960.4449,1620.55
2025-11-19,Arbitrage Edge Fund,INF56194106,773.0087,1715.22
2025-11-02,Short Term Debt Fund,INF15085507,883.5684,3245.2
2025-11-03,Dynamic Asset Allocator,INF28307008,567.3012,4682.73
2025-11-06,Liquid Ultra Fund,INF88150809,101.2744,2989.34
2025-11-12,Short Term Debt Fund,INF24623500,788.9351,2368.69
2025-11-11,Dynamic Asset Allocator,INF74909701,1285.2,1311.96
2025-11-21,Alpha Equity Fund - Regular,INF68244102,1001.694,2294.69
2025-10-28,Arbitrage Edge Fund,INF94575903,998.6044,2957.37
2025-10-28,Arbitrage Edge Fund,INF15226904,418.9965,1553.15
2025-11-03,Alpha Equity Fund - Regular,INF85719405,1695.7366,460.93
2025-11-05,Overnight Fund,INF67203706,1618.339,2989.98
2025-10-24,Dynamic Asset Allocator,INF52265807,790.8174,75.66
2025-10-23,Arbitrage Edge Fund,INF52495608,773.4628,3078.59
2025-11-08,Dynamic Asset Allocator,INF83442409,1005.0499,3589.34
2025-10-22,Dynamic Asset Allocator,INF68468900,1977.7147,3735.85
2025-11-17,Arbitrage Edge Fund,INF91814301,673.6001,1637.9
2025-11-19,Liquid Ultra Fund,INF25582102,1459.0162,3652.81
2025-10-23,Balanced Advantage Fund,INF35001303,1388.2622,3058.07
2025-11-06,Balanced Advantage Fund,INF64599004,281.7371,98.12
2025-11-14,Overnight Fund,INF10364105,800.0483,1936.85
2025-10-24,Balanced Advantage Fund,INF84065106,886.1718,2054.72
2025-11-20,Alpha Equity Fund - Regular,INF25773607,339.0669,1672.9
2025-10-24,Alpha Equity Fund - Regular,INF94489508,611.7442,3993.51
2025-11-02,Liquid Ultra Fund,INF76899709,560.8525,3956.7
2025-11-23,Liquid Ultra Fund,INF85560800,319.9829,1059.64
2025-11-10,Balanced Advantage Fund,INF93121901,1092.3161,1792.39
2025-11-25,Alpha Equity Fund - Regular,INF92933602,115.4328,2329.08
2025-10-31,Short Term Debt Fund,INF31027203,1327.8953,3585.39
2025-11-09,Dynamic Asset Allocator,INF31975704,1684.72,2611.79
2025-10-23,Dynamic Asset Allocator,INF91084405,1083.3149,2517.77
2025-11-20,Short Term Debt Fund,INF45258106,1925.6163,363.34
2025-11-05,Short Term Debt Fund,INF34399207,355.1504,4867.02
2025-11-01,Liquid Ultra Fund,INF75020608,1905.1942,2822.87
2025-11-03,Liquid Ultra Fund,INF96623509,222.4087,3688.14
2025-10-23,Short Term Debt Fund,INF22282200,1167.1319,3770.87
2025-10-31,Dynamic Asset Allocator,INF76441801,79.9458,2656.84
2025-11-24,Alpha Equity Fund - Regular,INF20104202,678.8038,1281.43
2025-10-24,Dynamic Asset Allocator,INF61932403,1209.0403,4707.14
2025-11-25,Liquid Ultra Fund,INF33734604,41.8266,3875.37
2025-11-10,Balanced Advantage Fund,INF30155605,1517.9192,1973.42
2025-10-24,Short Term Debt Fund,INF22531906,1339.4555,915.37
2025-11-06,Short Term Debt Fund,INF77561507,488.5035,1020.72
2025-11-20,Overnight Fund,INF23167508,570.9368,1273.58
2025-11-14,Short Term Debt Fund,INF67209509,696.2206,429.61
2025-11-22,Dynamic Asset Allocator,INF35022800,1486.6284,938.08
2025-10-22,Dynamic Asset Allocator,INF40756901,1188.6473,4351.65
2025-11-17,Balanced Advantage Fund,INF74202002,441.8081,4273.68
2025-11-23,Overnight Fund,INF44498703,717.7332,2478.41
2025-11-12,Short Term Debt Fund,INF45532004,1814.2186,1436.54
2025-10-24,Short Term Debt Fund,INF69932605,843.4085,4847.77
2025-11-11,Dynamic Asset Allocator,INF67085606,1506.2091,4137.54
2025-11-26,Liquid Ultra Fund,INF83032807,610.8733,2370.97
2025-11-17,Overnight Fund,INF76639608,210.4067,3364.0
