ClientID,ISIN,SecurityName,FreeQty,LockedQty,TotalQty,Valuation
CL359899,INE155A01022,TATAMOTORS,2116,0,2116,486716.04
CL448259,INE018A01030,LT,1038,134,1172,384797.66
CL259276,INE009A01021,INFY,2470,0,2470,2425983.81
CL789560,INE237A01028,KOTAKBANK,1543,0,1543,1574549.98
CL340232,INE002A01018,RELIANCE,430,0,430,978318.8
CL402096,INE001A01036,HDFC,2450,139,2589,6866280.05
CL840593,INE238A01026,AXISBANK,824,213,1037,2773029.29
CL653205,INE002A01018,RELIANCE,1479,0,1479,4066775.11
CL391754,INE002A01018,RELIANCE,368,0,368,140984.84
CL732165,INE062A01020,SBIN,2960,0,2960,7814904.25
CL032870,INE062A01020,SBIN,550,0,550,242208.54
CL991464,INE155A01022,TATAMOTORS,511,0,511,1197599.38
CL529684,INE018A01030,LT,372,0,372,477859.2
CL633103,INE154A01025,ITC,1868,95,1963,1376073.91
CL444269,INE090A01021,ICICIBANK,2847,0,2847,8015954.77
CL194906,INE002A01018,RELIANCE,2154,0,2154,5144571.04
CL441697,INE238A01026,AXISBANK,2989,0,2989,3156450.8
CL460677,INE155A01022,TATAMOTORS,2180,0,2180,2035908.47
CL786561,INE237A01028,KOTAKBANK,117,163,280,731251.29
CL160629,INE018A01030,LT,1523,0,1523,281870.41
CL149835,INE090A01021,ICICIBANK,2900,0,2900,7860440.02
CL890493,INE002A01018,RELIANCE,2348,0,2348,6638361.85
CL329781,INE001A01036,HDFC,1674,0,1674,1171394.73
CL137134,INE238A01026,AXISBANK,1892,297,2189,5191116.14
CL125511,INE062A01020,SBIN,1810,290,2100,4829752.71
CL060118,INE154A01025,ITC,681,0,681,662175.62
CL765315,INE001A01036,HDFC,2619,0,2619,5281155.86
CL654229,INE009A01021,INFY,2995,21,3016,7874715.78
CL351095,INE009A01021,INFY,2653,0,2653,3691121.12
CL785709,INE002A01018,RELIANCE,2585,0,2585,7747712.77
CL554953,INE002A01018,RELIANCE,1345,0,1345,2647030.3
CL443419,INE062A01020,SBIN,2417,0,2417,1779224.27
CL334539,INE238A01026,AXISBANK,638,55,693,860446.63
CL058569,INE001A01036,HDFC,2795,0,2795,2998308.13
CL433403,INE090A01021,ICICIBANK,2003,0,2003,637103.52
CL879055,INE238A01026,AXISBANK,2408,0,2408,3934953.05
CL254251,INE018A01030,LT,95,0,95,240819.86
CL035206,INE062A01020,SBIN,1907,0,1907,5351776.46
CL923745,INE238A01026,AXISBANK,1630,0,1630,730746.81
CL019754,INE002A01018,RELIANCE,692,0,692,1616853.3
CL264869,INE154A01025,ITC,1049,0,1049,1736446.93
CL546753,INE237A01028,KOTAKBANK,2796,0,2796,4423828.03
CL234226,INE002A01018,RELIANCE,1032,0,1032,1451594.28
CL387663,INE002A01018,RELIANCE,115,0,115,102553.17
CL905593,INE238A01026,AXISBANK,1220,0,1220,3347073.46
CL209690,INE238A01026,AXISBANK,1927,0,1927,3962166.05
CL070869,INE002A01018,RELIANCE,2015,0,2015,1420952.49
CL995741,INE002A01018,RELIANCE,2884,0,2884,8534604.33
CL932682,INE154A01025,ITC,997,0,997,1728319.51
CL927005,INE002A01018,RELIANCE,1021,0,1021,555126.8
CL005287,INE155A01022,TATAMOTORS,1186,0,1186,2640211.09
CL806464,INE237A01028,KOTAKBANK,2354,0,2354,3750641.71
CL236353,INE155A01022,TATAMOTORS,1813,0,1813,4013482.89
CL481879,INE001A01036,HDFC,2819,0,2819,4363951.37
CL244743,INE062A01020,SBIN,1268,247,1515,4070602.3
CL611589,INE155A01022,TATAMOTORS,33,258,291,269358.61
CL968804,INE155A01022,TATAMOTORS,362,0,362,379607.13
CL710741,INE001A01036,HDFC,2947,0,2947,2925563.28
CL169444,INE062A01020,SBIN,451,0,451,692001.58
CL948933,INE154A01025,ITC,2027,0,2027,4407701.09
CL034716,INE062A01020,SBIN,2868,0,2868,4577615.92
CL890980,INE062A01020,SBIN,77,26,103,163251.99
CL391678,INE009A01021,INFY,2614,0,2614,3005984.1
CL536312,INE090A01021,ICICIBANK,602,0,602,417808.32
CL514928,INE009A01021,INFY,1769,0,1769,2035340.98
CL543831,INE002A01018,RELIANCE,2954,286,3240,2971279.29
CL879263,INE009A01021,INFY,232,0,232,472857.87
CL495975,INE237A01028,KOTAKBANK,2582,0,2582,1065962.94
CL514211,INE237A01028,KOTAKBANK,1110,0,1110,1664460.44
CL647835,INE155A01022,TATAMOTORS,1799,143,1942,2432462.34
CL111281,INE154A01025,ITC,1398,0,1398,3834356.38
CL489737,INE062A01020,SBIN,2731,0,2731,974042.51
CL685281,INE155A01022,TATAMOTORS,544,0,544,364581.66
CL884569,INE155A01022,TATAMOTORS,2720,0,2720,7569946.94
CL951971,INE090A01021,ICICIBANK,2696,0,2696,780154.72
CL931676,INE090A01021,ICICIBANK,59,0,59,19921.04
CL568020,INE155A01022,TATAMOTORS,369,176,545,945304.24
CL343068,INE002A01018,RELIANCE,1676,0,1676,4291353.96
CL675665,INE018A01030,LT,113,0,113,197376.14
CL541534,INE002A01018,RELIANCE,2265,0,2265,967988.51
CL840651,INE062A01020,SBIN,991,261,1252,1172526.55
CL645431,INE237A01028,KOTAKBANK,1398,0,1398,1361020.94
CL107889,INE009A01021,INFY,1416,0,1416,3477308.12
CL226398,INE238A01026,AXISBANK,1810,0,1810,518726.73
CL318073,INE001A01036,HDFC,759,0,759,468071.65
CL335971,INE018A01030,LT,51,0,51,146519.68
CL524169,INE237A01028,KOTAKBANK,1606,0,1606,4213926.78
CL526894,INE154A01025,ITC,2001,0,2001,5455266.5
CL302051,INE238A01026,AXISBANK,549,117,666,281391.08
CL488787,INE154A01025,ITC,2538,0,2538,3625116.31
CL266835,INE002A01018,RELIANCE,857,0,857,949746.14
CL297974,INE237A01028,KOTAKBANK,765,0,765,2000238.92
CL310817,INE009A01021,INFY,1415,0,1415,3677023.39
CL376888,INE154A01025,ITC,1788,144,1932,2146889.95
CL849168,INE238A01026,AXISBANK,2727,0,2727,6278935.11
CL695767,INE062A01020,SBIN,533,0,533,1568699.69
CL972600,INE009A01021,INFY,1767,0,1767,2048646.51
CL514552,INE062A01020,SBIN,1505,0,1505,595491.98
CL069106,INE237A01028,KOTAKBANK,2358,0,2358,5782183.77
CL211395,INE155A01022,TATAMOTORS,1433,0,1433,4080851.73
CL301666,INE018A01030,LT,911,0,911,2547714.04
CL946851,INE154A01025,ITC,2716,0,2716,739181.56
CL730619,INE001A01036,HDFC,2404,0,2404,3143699.19
CL541331,INE062A01020,SBIN,1623,0,1623,3739969.74
CL148247,INE238A01026,AXISBANK,117,102,219,354667.35
CL072072,INE237A01028,KOTAKBANK,687,0,687,831390.48
CL787164,INE002A01018,RELIANCE,749,0,749,1462568.65
CL014815,INE238A01026,AXISBANK,57,292,349,58412.9
CL301129,INE090A01021,ICICIBANK,2347,76,2423,2578481.0
CL603906,INE238A01026,AXISBANK,1389,0,1389,1985487.85
CL380879,INE237A01028,KOTAKBANK,1079,178,1257,3123513.71
CL206675,INE237A01028,KOTAKBANK,2992,0,2992,8199478.58
CL993239,INE062A01020,SBIN,1808,0,1808,2462531.78
CL244103,INE009A01021,INFY,2180,0,2180,5004938.81
CL350075,INE090A01021,ICICIBANK,3,0,3,7693.79
CL658111,INE002A01018,RELIANCE,1958,60,2018,2781556.72
CL537299,INE237A01028,KOTAKBANK,2470,0,2470,1371757.89
CL597899,INE062A01020,SBIN,1936,254,2190,5162251.53
CL970952,INE009A01021,INFY,1379,253,1632,2199368.5
CL008023,INE090A01021,ICICIBANK,2067,0,2067,1378854.54
CL457383,INE002A01018,RELIANCE,2994,155,3149,2894543.52
CL254260,INE238A01026,AXISBANK,1173,0,1173,2139154.95
CL689481,INE090A01021,ICICIBANK,625,0,625,1077985.85
CL573948,INE237A01028,KOTAKBANK,2946,0,2946,3161296.16
CL015694,INE237A01028,KOTAKBANK,1090,0,1090,582650.35
CL379415,INE154A01025,ITC,715,126,841,1963194.64
CL554921,INE155A01022,TATAMOTORS,956,0,956,788560.81
CL284919,INE237A01028,KOTAKBANK,1663,0,1663,4854572.26
CL667964,INE154A01025,ITC,2886,0,2886,4265653.04
CL023612,INE001A01036,HDFC,1911,0,1911,2899892.04
CL055218,INE237A01028,KOTAKBANK,2058,0,2058,2359526.94
CL448786,INE154A01025,ITC,680,0,680,322883.26
CL808957,INE154A01025,ITC,617,0,617,740779.61
CL634292,INE090A01021,ICICIBANK,1339,0,1339,3888500.24
CL627481,INE001A01036,HDFC,93,0,93,278142.87
CL116593,INE062A01020,SBIN,470,0,470,752167.1
CL220158,INE062A01020,SBIN,2559,0,2559,6877799.88
CL093203,INE018A01030,LT,1320,246,1566,4686589.06
CL975972,INE062A01020,SBIN,538,0,538,489147.76
CL534812,INE009A01021,INFY,552,0,552,1248637.37
CL407900,INE002A01018,RELIANCE,2033,0,2033,6030730.89
CL069041,INE009A01021,INFY,1269,0,1269,1997662.54
CL984560,INE154A01025,ITC,1983,0,1983,3627038.9
CL912044,INE155A01022,TATAMOTORS,601,0,601,1342775.99
CL122495,INE154A01025,ITC,2826,0,2826,1191321.63
CL092048,INE090A01021,ICICIBANK,327,0,327,675426.61
CL716454,INE018A01030,LT,617,0,617,364029.96
CL735023,INE001A01036,HDFC,628,0,628,124690.98
CL917354,INE062A01020,SBIN,1956,0,1956,2104444.68
CL372793,INE009A01021,INFY,1091,0,1091,933437.21
CL814623,INE001A01036,HDFC,440,139,579,1110981.35
CL534859,INE001A01036,HDFC,2488,126,2614,4467700.22
CL064744,INE002A01018,RELIANCE,1742,115,1857,1683620.16
CL235962,INE090A01021,ICICIBANK,759,0,759,282929.0
CL104584,INE062A01020,SBIN,1288,0,1288,3628751.2
CL121124,INE154A01025,ITC,181,0,181,542155.94
CL253874,INE001A01036,HDFC,1333,129,1462,2508417.86
CL535774,INE238A01026,AXISBANK,1401,248,1649,266416.13
CL099725,INE018A01030,LT,2483,0,2483,4472822.75
CL218358,INE002A01018,RELIANCE,2757,0,2757,7081335.76
CL768603,INE155A01022,TATAMOTORS,1904,0,1904,1804633.79
CL269327,INE018A01030,LT,2306,0,2306,6606406.8
CL597631,INE155A01022,TATAMOTORS,1924,0,1924,2752722.32
CL584289,INE018A01030,LT,1908,0,1908,1597680.57
CL576463,INE155A01022,TATAMOTORS,187,0,187,89354.18
CL041096,INE062A01020,SBIN,1034,0,1034,334670.11
CL018079,INE155A01022,TATAMOTORS,2732,0,2732,7993530.45
CL723576,INE090A01021,ICICIBANK,1002,0,1002,2523821.61
CL100904,INE154A01025,ITC,1355,0,1355,3174731.24
CL757991,INE154A01025,ITC,2734,48,2782,7437168.87
CL935207,INE154A01025,ITC,1125,0,1125,761177.49
CL633830,INE062A01020,SBIN,2218,0,2218,5569189.54
CL415847,INE002A01018,RELIANCE,186,0,186,464606.99
CL464539,INE154A01025,ITC,2423,109,2532,4122847.4
CL013693,INE155A01022,TATAMOTORS,1688,0,1688,1127831.07
CL734707,INE018A01030,LT,2782,33,2815,3172556.15
CL404174,INE238A01026,AXISBANK,2914,165,3079,7713868.48
CL081866,INE154A01025,ITC,1087,0,1087,1408441.23
CL991771,INE238A01026,AXISBANK,1042,0,1042,976849.21
CL171195,INE238A01026,AXISBANK,2537,0,2537,4665987.61
CL609772,INE238A01026,AXISBANK,999,0,999,133563.8
CL209986,INE238A01026,AXISBANK,2464,200,2664,3073321.83
CL356342,INE238A01026,AXISBANK,222,0,222,319830.9
CL015014,INE018A01030,LT,1615,251,1866,3223096.13
CL037576,INE155A01022,TATAMOTORS,2326,0,2326,1579239.46
CL837653,INE154A01025,ITC,2706,0,2706,5944885.78
CL360926,INE009A01021,INFY,2492,0,2492,1253826.05
CL291848,INE009A01021,INFY,297,0,297,465916.71
CL070081,INE155A01022,TATAMOTORS,2976,0,2976,7336755.85
CL730895,INE238A01026,AXISBANK,1161,0,1161,305021.76
CL210013,INE155A01022,TATAMOTORS,2424,0,2424,7143078.83
CL033344,INE001A01036,HDFC,1463,0,1463,215935.55
CL774764,INE237A01028,KOTAKBANK,1763,0,1763,609381.03
CL529658,INE018A01030,LT,507,0,507,142003.32
CL128432,INE002A01018,RELIANCE,400,0,400,908094.58
CL145643,INE154A01025,ITC,940,0,940,2572520.32
CL732254,INE090A01021,ICICIBANK,2807,0,2807,7483200.78
CL210220,INE155A01022,TATAMOTORS,2954,0,2954,4653101.27
CL969055,INE155A01022,TATAMOTORS,361,0,361,801170.65
CL730793,INE001A01036,HDFC,1727,0,1727,2126949.35
CL647008,INE238A01026,AXISBANK,1246,144,1390,3011022.16
CL799479,INE001A01036,HDFC,1795,0,1795,2654554.21
CL654347,INE090A01021,ICICIBANK,1887,0,1887,3534677.49
CL767700,INE009A01021,INFY,559,0,559,626157.42
CL080496,INE018A01030,LT,2803,132,2935,8405056.35
CL954464,INE001A01036,HDFC,2355,0,2355,2243840.89
CL371032,INE009A01021,INFY,1191,0,1191,125648.62
CL829214,INE238A01026,AXISBANK,2130,0,2130,3225912.55
CL962093,INE002A01018,RELIANCE,2560,0,2560,5898220.59
CL588445,INE001A01036,HDFC,862,0,862,1648751.27
CL126721,INE237A01028,KOTAKBANK,409,46,455,739065.49
CL036542,INE238A01026,AXISBANK,774,0,774,1507360.0
CL055927,INE002A01018,RELIANCE,2193,0,2193,6462841.73
CL871719,INE238A01026,AXISBANK,419,0,419,677198.59
CL672458,INE090A01021,ICICIBANK,2203,0,2203,2441258.42
CL057499,INE018A01030,LT,1081,0,1081,2425607.32
CL524483,INE002A01018,RELIANCE,2473,16,2489,5966192.6
CL373749,INE001A01036,HDFC,61,0,61,33653.6
CL144363,INE062A01020,SBIN,411,0,411,534892.65
CL466832,INE238A01026,AXISBANK,1488,0,1488,2588838.24
CL754787,INE062A01020,SBIN,72,229,301,407983.69
CL553420,INE155A01022,TATAMOTORS,344,154,498,453474.45
CL082909,INE009A01021,INFY,1017,0,1017,2918798.42
CL197139,INE238A01026,AXISBANK,1351,0,1351,346308.69
CL719623,INE001A01036,HDFC,2617,0,2617,1585094.61
CL846836,INE018A01030,LT,1370,0,1370,391815.46
CL474132,INE237A01028,KOTAKBANK,928,103,1031,996852.63
CL940186,INE238A01026,AXISBANK,2870,0,2870,1431980.06
CL600924,INE090A01021,ICICIBANK,995,0,995,481486.28
CL011043,INE154A01025,ITC,1923,0,1923,3369402.74
CL780954,INE238A01026,AXISBANK,2971,56,3027,8762394.14
CL680980,INE155A01022,TATAMOTORS,1738,0,1738,3636108.7
CL706182,INE238A01026,AXISBANK,1414,0,1414,1422111.8
CL631248,INE018A01030,LT,392,0,392,565989.09
CL330796,INE002A01018,RELIANCE,592,0,592,1115968.61
CL188105,INE154A01025,ITC,1307,0,1307,1644896.51
CL989111,INE002A01018,RELIANCE,752,0,752,652496.29
CL689149,INE062A01020,SBIN,980,0,980,531734.73
CL235482,INE018A01030,LT,643,0,643,704178.17
CL756608,INE009A01021,INFY,1491,241,1732,1064730.47
CL524885,INE154A01025,ITC,1847,0,1847,784647.17
CL487527,INE238A01026,AXISBANK,509,0,509,535123.59
CL572642,INE090A01021,ICICIBANK,973,0,973,351617.08
CL708647,INE090A01021,ICICIBANK,1650,0,1650,1542691.91
CL009636,INE018A01030,LT,2934,0,2934,7736611.27
CL778557,INE090A01021,ICICIBANK,316,0,316,159820.28
CL965550,INE062A01020,SBIN,1012,0,1012,1503223.78
CL204999,INE237A01028,KOTAKBANK,1660,0,1660,2987456.79
CL497266,INE002A01018,RELIANCE,1023,0,1023,1167893.16
CL298268,INE018A01030,LT,2864,0,2864,6451616.69
CL080939,INE238A01026,AXISBANK,565,146,711,2039495.06
CL994502,INE155A01022,TATAMOTORS,2153,0,2153,4269304.96
CL355164,INE237A01028,KOTAKBANK,706,0,706,160470.78
CL252494,INE238A01026,AXISBANK,2891,0,2891,8511964.85
CL374732,INE009A01021,INFY,1368,0,1368,2859670.33
CL816256,INE238A01026,AXISBANK,728,0,728,1244852.7
CL471418,INE155A01022,TATAMOTORS,334,237,571,654758.9
CL795528,INE238A01026,AXISBANK,316,0,316,708794.53
CL841207,INE154A01025,ITC,696,0,696,901662.14
CL180525,INE238A01026,AXISBANK,1802,73,1875,4919335.92
CL249183,INE001A01036,HDFC,91,0,91,242338.81
CL878944,INE154A01025,ITC,1244,0,1244,628307.18
CL577633,INE002A01018,RELIANCE,2960,0,2960,2168082.43
CL536789,INE009A01021,INFY,2109,0,2109,2321318.97
CL020146,INE090A01021,ICICIBANK,699,0,699,1809873.42
CL664831,INE237A01028,KOTAKBANK,1954,0,1954,2808365.71
CL804520,INE001A01036,HDFC,2559,0,2559,2214217.53
CL519620,INE090A01021,ICICIBANK,1066,0,1066,307476.85
CL310539,INE237A01028,KOTAKBANK,469,0,469,121121.7
CL516261,INE018A01030,LT,1489,0,1489,3896913.61
CL553100,INE062A01020,SBIN,2952,0,2952,8291892.7
CL348284,INE090A01021,ICICIBANK,1653,298,1951,3585884.54
CL714875,INE238A01026,AXISBANK,76,0,76,36463.32
CL095387,INE237A01028,KOTAKBANK,736,0,736,2096671.59
CL533898,INE237A01028,KOTAKBANK,516,150,666,165630.42
CL623157,INE090A01021,ICICIBANK,934,0,934,2580959.67
CL801738,INE090A01021,ICICIBANK,2217,0,2217,5086344.07
CL732480,INE154A01025,ITC,1864,0,1864,2172858.72
CL559327,INE001A01036,HDFC,2071,0,2071,5759797.58
CL996257,INE018A01030,LT,1627,0,1627,3052929.36
CL991024,INE001A01036,HDFC,573,0,573,80380.23
CL394246,INE238A01026,AXISBANK,1950,0,1950,2830323.96
CL493388,INE238A01026,AXISBANK,1730,0,1730,2948358.57
CL832490,INE154A01025,ITC,1174,0,1174,458030.66
CL456064,INE001A01036,HDFC,1323,0,1323,1891101.21
CL090037,INE002A01018,RELIANCE,2119,0,2119,766838.01
CL694855,INE002A01018,RELIANCE,1047,53,1100,3215312.64
CL004364,INE155A01022,TATAMOTORS,699,0,699,925789.17
CL643996,INE237A01028,KOTAKBANK,1634,0,1634,3144412.42
CL306986,INE238A01026,AXISBANK,277,0,277,654958.48
CL043083,INE154A01025,ITC,2517,0,2517,5571122.5
CL640297,INE154A01025,ITC,2337,0,2337,1163719.66
CL341244,INE001A01036,HDFC,47,0,47,120054.03
CL321681,INE018A01030,LT,1205,0,1205,154561.03
CL740143,INE018A01030,LT,506,0,506,1357124.79
CL840905,INE154A01025,ITC,2745,0,2745,5781623.94
CL461652,INE002A01018,RELIANCE,1848,0,1848,2647959.04
CL386551,INE001A01036,HDFC,2159,0,2159,450023.18
CL839731,INE018A01030,LT,1894,0,1894,3214771.32
CL601103,INE062A01020,SBIN,508,0,508,1395296.68
CL102952,INE237A01028,KOTAKBANK,1831,0,1831,366520.58
CL464268,INE018A01030,LT,2164,0,2164,2999055.51
CL684694,INE001A01036,HDFC,1649,0,1649,3945119.46
CL382736,INE009A01021,INFY,1996,0,1996,237333.78
CL412844,INE154A01025,ITC,409,0,409,595177.08
CL007725,INE009A01021,INFY,2730,0,2730,524647.08
CL289743,INE001A01036,HDFC,2346,66,2412,6823250.53
CL088389,INE001A01036,HDFC,1329,53,1382,2940165.04
CL130321,INE154A01025,ITC,1231,0,1231,2668833.63
CL463079,INE154A01025,ITC,130,163,293,371421.99
CL059800,INE154A01025,ITC,1613,0,1613,1811257.58
CL633173,INE155A01022,TATAMOTORS,2239,0,2239,3719966.26
CL553132,INE018A01030,LT,2403,0,2403,3792511.56
CL445240,INE237A01028,KOTAKBANK,2670,0,2670,2785877.69
CL154983,INE238A01026,AXISBANK,151,0,151,140057.55
CL035054,INE009A01021,INFY,1592,0,1592,1910082.86
CL232607,INE001A01036,HDFC,2863,85,2948,3858765.47
CL508016,INE154A01025,ITC,2667,0,2667,4775392.04
CL270881,INE018A01030,LT,2366,164,2530,6022589.11
CL616049,INE237A01028,KOTAKBANK,28,0,28,45158.19
CL629239,INE009A01021,INFY,1716,0,1716,2288980.76
CL886411,INE062A01020,SBIN,1364,102,1466,3682956.56
CL546807,INE009A01021,INFY,1515,0,1515,266900.39
CL378816,INE090A01021,ICICIBANK,530,0,530,1033817.54
CL422911,INE238A01026,AXISBANK,1074,0,1074,2003428.55
CL499038,INE001A01036,HDFC,770,0,770,1179732.72
CL035633,INE090A01021,ICICIBANK,2058,0,2058,5345455.34
CL094019,INE154A01025,ITC,398,0,398,1095747.21
CL947859,INE001A01036,HDFC,2944,0,2944,4007595.69
CL944322,INE001A01036,HDFC,2411,0,2411,3979685.79
CL416710,INE018A01030,LT,2711,0,2711,1630194.78
CL543858,INE001A01036,HDFC,1920,0,1920,321269.68
CL659405,INE155A01022,TATAMOTORS,1817,0,1817,4229898.72
CL349903,INE001A01036,HDFC,938,0,938,1982524.3
CL827796,INE090A01021,ICICIBANK,1711,285,1996,2591144.43
CL538262,INE001A01036,HDFC,1596,0,1596,3859743.57
CL912013,INE237A01028,KOTAKBANK,1700,0,1700,2611719.42
CL149425,INE238A01026,AXISBANK,1984,0,1984,4158279.41
CL406876,INE238A01026,AXISBANK,2199,0,2199,5512907.28
CL010318,INE090A01021,ICICIBANK,993,0,993,355360.78
CL834087,INE154A01025,ITC,98,0,98,94551.31
CL927889,INE238A01026,AXISBANK,2578,0,2578,4061711.95
CL499172,INE090A01021,ICICIBANK,2988,0,2988,4835043.45
CL684201,INE018A01030,LT,2177,0,2177,2516743.03
CL837247,INE237A01028,KOTAKBANK,722,148,870,1244246.7
CL446930,INE090A01021,ICICIBANK,2939,0,2939,8081000.24
CL163855,INE090A01021,ICICIBANK,1522,0,1522,600969.29
CL324070,INE090A01021,ICICIBANK,2218,0,2218,6279514.5
CL122658,INE001A01036,HDFC,658,0,658,1551158.79
CL204706,INE009A01021,INFY,2671,0,2671,7694483.64
CL987521,INE090A01021,ICICIBANK,774,0,774,689497.31
CL422228,INE001A01036,HDFC,528,0,528,1022261.49
CL819826,INE237A01028,KOTAKBANK,1707,0,1707,4871010.28
CL685886,INE009A01021,INFY,2738,0,2738,2468709.81
CL431144,INE002A01018,RELIANCE,815,0,815,931840.6
CL572187,INE002A01018,RELIANCE,774,0,774,616909.22
CL639094,INE062A01020,SBIN,1610,0,1610,525083.6
CL391451,INE155A01022,TATAMOTORS,1700,0,1700,4844286.12
CL081055,INE237A01028,KOTAKBANK,2497,0,2497,4059997.55
CL590736,INE237A01028,KOTAKBANK,961,0,961,211110.93
CL158871,INE002A01018,RELIANCE,2030,0,2030,2541461.82
CL948354,INE002A01018,RELIANCE,582,0,582,420412.85
CL132845,INE002A01018,RELIANCE,2911,0,2911,1567795.82
CL258605,INE018A01030,LT,596,0,596,916538.31
CL421610,INE237A01028,KOTAKBANK,2874,0,2874,3906280.61
CL270220,INE155A01022,TATAMOTORS,1156,0,1156,1708312.98
CL732857,INE155A01022,TATAMOTORS,91,5,96,62605.97
CL500659,INE154A01025,ITC,1173,0,1173,2029859.21
CL462645,INE002A01018,RELIANCE,2818,0,2818,6081598.07
CL675131,INE002A01018,RELIANCE,976,0,976,540156.04
CL936889,INE062A01020,SBIN,1553,0,1553,4547708.22
CL997330,INE009A01021,INFY,299,0,299,821549.97
CL779775,INE155A01022,TATAMOTORS,354,0,354,781731.74
CL632285,INE237A01028,KOTAKBANK,2495,0,2495,7126880.34
CL037263,INE238A01026,AXISBANK,1044,275,1319,3293935.66
CL045634,INE018A01030,LT,25,0,25,70242.5
CL458099,INE154A01025,ITC,1633,0,1633,3792604.88
CL070875,INE002A01018,RELIANCE,2234,0,2234,3742621.61
CL339214,INE155A01022,TATAMOTORS,591,0,591,888687.77
CL353515,INE155A01022,TATAMOTORS,2508,0,2508,7217243.29
CL005685,INE018A01030,LT,2803,0,2803,1025104.11
CL047774,INE009A01021,INFY,761,0,761,1425109.44
CL195836,INE155A01022,TATAMOTORS,643,75,718,249074.62
CL082631,INE090A01021,ICICIBANK,1380,0,1380,3228300.8
CL925362,INE009A01021,INFY,2157,0,2157,4590867.34
CL493516,INE238A01026,AXISBANK,888,0,888,768292.25
CL455925,INE001A01036,HDFC,2554,0,2554,3726413.9
CL197444,INE090A01021,ICICIBANK,2657,0,2657,5850677.61
CL961417,INE062A01020,SBIN,646,289,935,801584.9
CL491216,INE155A01022,TATAMOTORS,2106,0,2106,5694005.68
CL635187,INE009A01021,INFY,2703,0,2703,6263430.28
CL394557,INE154A01025,ITC,2561,0,2561,6899676.39
CL309763,INE062A01020,SBIN,1247,0,1247,2210744.92
CL528283,INE090A01021,ICICIBANK,642,0,642,675139.7
CL497545,INE018A01030,LT,2274,5,2279,1980622.28
CL474423,INE090A01021,ICICIBANK,2248,0,2248,1792946.43
CL036494,INE238A01026,AXISBANK,395,0,395,481609.29
CL884103,INE238A01026,AXISBANK,621,0,621,466299.05
CL643688,INE062A01020,SBIN,2563,71,2634,3249312.55
CL018217,INE154A01025,ITC,2715,0,2715,6758296.3
CL610916,INE002A01018,RELIANCE,2207,0,2207,4016455.87
CL243719,INE154A01025,ITC,2741,0,2741,5884940.92
CL967532,INE009A01021,INFY,2805,0,2805,6804225.15
CL770316,INE155A01022,TATAMOTORS,2431,0,2431,7122683.44
CL131823,INE001A01036,HDFC,490,0,490,1223365.78
CL666236,INE237A01028,KOTAKBANK,309,246,555,738300.39
CL194163,INE002A01018,RELIANCE,2991,0,2991,4990069.57
CL875903,INE001A01036,HDFC,2679,0,2679,4052414.78
CL399769,INE018A01030,LT,389,0,389,463133.34
CL165701,INE155A01022,TATAMOTORS,985,80,1065,2288113.06
CL278243,INE002A01018,RELIANCE,206,0,206,612322.01
CL647985,INE009A01021,INFY,1711,0,1711,3002552.78
CL756332,INE238A01026,AXISBANK,1603,0,1603,4505925.99
CL353285,INE002A01018,RELIANCE,2625,0,2625,7499973.24
CL112685,INE155A01022,TATAMOTORS,1204,0,1204,1549801.34
CL153175,INE062A01020,SBIN,2759,211,2970,1616641.45
CL191431,INE018A01030,LT,1743,0,1743,1047766.38
CL005533,INE001A01036,HDFC,828,0,828,1031910.29
CL782884,INE237A01028,KOTAKBANK,1595,0,1595,2727413.99
CL182943,INE002A01018,RELIANCE,1139,0,1139,1584736.47
CL488619,INE062A01020,SBIN,2978,0,2978,4308627.2
CL875614,INE090A01021,ICICIBANK,2802,0,2802,7725959.05
CL358718,INE009A01021,INFY,2989,179,3168,1186461.61
CL599793,INE154A01025,ITC,2928,0,2928,7877664.22
CL609773,INE062A01020,SBIN,247,0,247,428614.48
CL891026,INE237A01028,KOTAKBANK,1113,6,1119,1898209.46
CL552829,INE062A01020,SBIN,1248,0,1248,801878.34
CL076149,INE002A01018,RELIANCE,1381,79,1460,3129952.39
CL603416,INE154A01025,ITC,324,0,324,531371.89
CL721319,INE001A01036,HDFC,572,0,572,789701.78
CL235995,INE002A01018,RELIANCE,241,0,241,491101.37
CL655244,INE090A01021,ICICIBANK,1525,0,1525,2310747.98
CL006854,INE001A01036,HDFC,871,0,871,1693743.58
CL265985,INE062A01020,SBIN,821,0,821,824597.26
CL981090,INE009A01021,INFY,861,0,861,2114693.25
CL426462,INE001A01036,HDFC,2965,0,2965,4013428.41
CL356039,INE155A01022,TATAMOTORS,1399,45,1444,727335.15
CL459574,INE154A01025,ITC,848,0,848,1663539.4
CL268983,INE155A01022,TATAMOTORS,621,0,621,1601027.93
CL502106,INE002A01018,RELIANCE,1607,0,1607,3146249.8
CL852237,INE238A01026,AXISBANK,277,0,277,314040.44
CL978921,INE090A01021,ICICIBANK,2781,0,2781,3959051.07
CL398763,INE062A01020,SBIN,2625,0,2625,7616797.09
CL274043,INE001A01036,HDFC,2573,0,2573,2093886.51
CL259277,INE001A01036,HDFC,877,0,877,953938.69
CL118805,INE062A01020,SBIN,1874,0,1874,5197911.43
CL142631,INE009A01021,INFY,951,0,951,1181016.02
CL472259,INE155A01022,TATAMOTORS,1868,0,1868,4789856.59
