txn_dt,brkr_id,cli_id,scrip,direction,units,rate_inr,net_val_inr
2025-11-26,ALPHA_SEC,CL376622,TATAMOTORS,S,369,1975.53,728970.57
11-24-2025,BETA_INVEST,CL429330,SBIN,B,92,389.07,35794.44
2025-11-21,DELTA_TRADES,CL603149,RELIANCE,B,80,139.43,11154.4
20-Nov-25,OMEGA_BROKING,CL799244,ITC,B,287,277.89,79754.43
29/11/2025,DELTA_TRADES,CL275756,HDFC,S,143,1953.67,279374.81
21-Nov-25,DELTA_TRADES,CL519784,ICICIBANK,B,210,1809.94,380087.4
11-26-2025,DELTA_TRADES,CL463115,INFY,S,296,562.13,166390.48
26-Nov-25,OMEGA_BROKING,CL742196,LT,S,159,2333.27,370989.93
21-Nov-25,BETA_INVEST,CL242087,HDFC,S,238,858.9,204418.2
2025-11-26,DELTA_TRADES,CL254988,SBIN,S,5,1309.91,6549.55
23-Nov-25,OMEGA_BROKING,CL841692,ITC,B,148,2196.26,325046.48
2025-11-29,BETA_INVEST,CL911658,ICICIBANK,B,119,2242.87,150128.96
2025-11-22,DELTA_TRADES,CL366899,INFY,S,140,1621.68,227035.2
25-Nov-25,OMEGA_BROKING,CL019835,INFY,S,299,1118.16,334329.84
22/11/2025,ALPHA_SEC,CL212547,TATAMOTORS,S,281,369.97,103961.57
22-Nov-25,BETA_INVEST,CL362587,TATAMOTORS,S,90,2784.36,
11-20-2025,DELTA_TRADES,CL695328,AXISBANK,S,142,1814.63,257677.46
2025-11-24,DELTA_TRADES,CL574998,INFY,S,399,1819.18,725852.82
20/11/2025,OMEGA_BROKING,CL108493,KOTAKBANK,B,279,787.81,219798.99
11-20-2025,OMEGA_BROKING,CL661993,SBIN,S,260,418.94,108924.4
20-Nov-25,BETA_INVEST,CL448212,INFY,B,306,2077.85,635822.1
29-Nov-25,OMEGA_BROKING,CL025182,INFY,B,258,2065.78,532971.24
2025-11-24,BETA_INVEST,CL523846,TATAMOTORS,S,24,1475.83,35419.92
2025-11-20,DELTA_TRADES,CL892029,AXISBANK,B,130,1832.27,238195.1
20-Nov-25,ALPHA_SEC,CL533061,KOTAKBANK,S,78,1594.22,124349.16
2025-11-24,ALPHA_SEC,CL835961,INFY,B,22,2154.93,47408.46
2025-11-29,ALPHA_SEC,CL310133,KOTAKBANK,B,116,1212.18,140612.88
11-22-2025,ALPHA_SEC,CL112295,TATAMOTORS,B,282,1306.46,368421.72
2025-11-23,BETA_INVEST,CL315470,ITC,S,68,2602.55,176973.4
2025-11-20,OMEGA_BROKING,CL041101,KOTAKBANK,S,26,1257.96,32706.96
21-Nov-25,BETA_INVEST,CL434832,AXISBANK,B,316,1222.91,386439.56
11-22-2025,ALPHA_SEC,CL698296,SBIN,B,288,1034.73,298002.24
22/11/2025,BETA_INVEST,CL277832,INFY,S,366,2677.99,980144.34
11-24-2025,DELTA_TRADES,CL160059,ITC,S,360,1727.69,
22-Nov-25,BETA_INVEST,CL437795,HDFC,S,68,1059.28,72031.04
2025-11-21,BETA_INVEST,CL980147,KOTAKBANK,B,180,1399.51,251911.8
20/11/2025,DELTA_TRADES,CL835263,INFY,S,89,1636.28,145628.92
2025-11-26,ALPHA_SEC,CL306804,RELIANCE,B,293,1120.95,328438.35
11-24-2025,DELTA_TRADES,CL711904,HDFC,S,135,999.68,134956.8
11-25-2025,BETA_INVEST,CL196857,ICICIBANK,B,209,905.45,189239.05
25-Nov-25,OMEGA_BROKING,CL029433,ICICIBANK,B,199,131.71,26210.29
21-Nov-25,ALPHA_SEC,CL583524,TATAMOTORS,S,28,333.14,9327.92
2025-11-24,ALPHA_SEC,CL018767,AXISBANK,S,214,1104.35,236330.9
24/11/2025,BETA_INVEST,CL205969,KOTAKBANK,B,317,1998.8,633619.6
24/11/2025,DELTA_TRADES,CL086318,AXISBANK,S,76,814.85,61928.6
22-Nov-25,BETA_INVEST,CL413834,INFY,B,351,1875.74,658384.74
20-Nov-25,BETA_INVEST,CL546430,TATAMOTORS,S,283,431.69,122168.27
11-21-2025,BETA_INVEST,CL554698,AXISBANK,S,28,1749.26,48979.28
22/11/2025,ALPHA_SEC,CL508837,LT,B,362,190.95,69123.9
2025-11-26,OMEGA_BROKING,CL057703,AXISBANK,S,208,1867.17,388371.36
21/11/2025,OMEGA_BROKING,CL378909,HDFC,B,293,269.93,79089.49
22/11/2025,ALPHA_SEC,CL112181,TATAMOTORS,S,266,2439.74,648970.84
11-23-2025,ALPHA_SEC,CL329135,HDFC,B,212,616.2,130634.4
2025-11-24,ALPHA_SEC,CL288856,RELIANCE,B,375,625.5,234562.5
20/11/2025,OMEGA_BROKING,CL393883,HDFC,S,121,2268.36,274471.56
24/11/2025,BETA_INVEST,CL168764,ITC,S,222,171.85,38150.7
22/11/2025,ALPHA_SEC,CL218344,ITC,S,144,1664.57,239698.08
2025-11-20,BETA_INVEST,CL536191,ITC,B,71,1475.78,104780.38
2025-11-20,DELTA_TRADES,CL065586,RELIANCE,S,222,981.82,217964.04
11-23-2025,BETA_INVEST,CL428505,SBIN,B,181,1645.62,297857.22
25-Nov-25,ALPHA_SEC,CL783357,ICICIBANK,B,285,2361.75,673098.75
2025-11-23,BETA_INVEST,CL203909,INFY,B,318,701.57,223099.26
2025-11-29,ALPHA_SEC,CL428304,RELIANCE,B,224,2768.33,620105.92
25/11/2025,OMEGA_BROKING,CL872319,AXISBANK,S,224,2069.46,463559.04
2025-11-20,ALPHA_SEC,CL993699,RELIANCE,B,302,492.81,148828.62
2025-11-22,BETA_INVEST,CL572879,RELIANCE,S,102,1208.73,123290.46
23-Nov-25,DELTA_TRADES,CL219929,INFY,B,211,948.47,200127.17
23/11/2025,DELTA_TRADES,CL338008,KOTAKBANK,B,36,2213.15,79673.4
25-Nov-25,OMEGA_BROKING,CL737998,TATAMOTORS,B,120,465.76,55891.2
11-26-2025,DELTA_TRADES,CL871006,SBIN,S,201,858.15,172488.15
21/11/2025,BETA_INVEST,CL440148,TATAMOTORS,S,261,1132.51,295585.11
11-23-2025,ALPHA_SEC,CL282841,TATAMOTORS,S,74,497.07,36783.18
23/11/2025,OMEGA_BROKING,CL775151,SBIN,B,351,381.87,134036.37
2025-11-24,BETA_INVEST,CL751084,TATAMOTORS,S,159,2569.43,408539.37
22/11/2025,ALPHA_SEC,CL984022,ICICIBANK,S,339,2090.87,
2025-11-23,ALPHA_SEC,CL558743,ICICIBANK,B,280,505.12,141433.6
26/11/2025,OMEGA_BROKING,CL717012,AXISBANK,S,147,728.03,107020.41
23/11/2025,ALPHA_SEC,CL841632,INFY,B,216,1665.9,359834.4
20/11/2025,BETA_INVEST,CL148943,SBIN,B,202,262.74,53073.48
2025-11-24,OMEGA_BROKING,CL980061,KOTAKBANK,B,324,1324.05,428992.2
21/11/2025,ALPHA_SEC,CL503645,KOTAKBANK,S,174,2274.32,395731.68
11-29-2025,OMEGA_BROKING,CL563650,SBIN,S,360,2237.41,805467.6
11-23-2025,DELTA_TRADES,CL117338,ITC,S,203,2763.07,560903.21
23/11/2025,DELTA_TRADES,CL551429,TATAMOTORS,B,33,2100.86,69328.38
26-Nov-25,DELTA_TRADES,CL304226,HDFC,S,179,727.31,
11-25-2025,DELTA_TRADES,CL549719,KOTAKBANK,S,348,974.76,339216.48
24/11/2025,BETA_INVEST,CL597104,SBIN,B,105,861.65,90473.25
2025-11-24,OMEGA_BROKING,CL964248,AXISBANK,B,27,2266.15,61186.05
2025-11-26,OMEGA_BROKING,CL161533,LT,B,293,390.11,114302.23
25/11/2025,ALPHA_SEC,CL582395,ICICIBANK,B,71,1710.96,121478.16
11-22-2025,ALPHA_SEC,CL619348,AXISBANK,B,207,530.85,109885.95
29/11/2025,ALPHA_SEC,CL569477,SBIN,S,200,906.58,181316.0
22/11/2025,DELTA_TRADES,CL562204,KOTAKBANK,B,170,2480.12,421620.4
21/11/2025,OMEGA_BROKING,CL353842,AXISBANK,B,168,457.76,76903.68
25-Nov-25,BETA_INVEST,CL065605,HDFC,B,373,774.33,288825.09
24-Nov-25,BETA_INVEST,CL559170,ICICIBANK,S,280,2601.89,728529.2
11-25-2025,ALPHA_SEC,CL584477,AXISBANK,S,254,1544.61,392330.94
20-Nov-25,DELTA_TRADES,CL466362,TATAMOTORS,B,211,1529.8,468325.18
20/11/2025,DELTA_TRADES,CL684894,HDFC,S,321,1201.64,385726.44
11-21-2025,OMEGA_BROKING,CL314923,ICICIBANK,B,399,110.29,44005.71
24-Nov-25,OMEGA_BROKING,CL108177,AXISBANK,B,160,376.19,60190.4
2025-11-23,BETA_INVEST,CL230901,ITC,S,347,291.1,101011.7
21/11/2025,DELTA_TRADES,CL017973,AXISBANK,S,48,1497.36,71873.28
23/11/2025,BETA_INVEST,CL441091,ITC,S,121,1662.64,201179.44
22/11/2025,OMEGA_BROKING,CL663311,ICICIBANK,S,102,2208.18,225234.36
20-Nov-25,BETA_INVEST,CL009529,ITC,S,362,1563.8,566095.6
2025-11-24,OMEGA_BROKING,CL108325,SBIN,B,69,411.6,28400.4
22/11/2025,BETA_INVEST,CL914290,HDFC,S,346,1394.85,482618.1
2025-11-22,ALPHA_SEC,CL241144,AXISBANK,S,291,2401.1,698720.1
22-Nov-25,BETA_INVEST,CL434682,AXISBANK,B,221,1095.41,242085.61
11-22-2025,OMEGA_BROKING,CL501014,ICICIBANK,B,139,268.39,37306.21
24/11/2025,ALPHA_SEC,CL726024,HDFC,B,63,251.46,15841.98
26-Nov-25,DELTA_TRADES,CL200257,KOTAKBANK,S,75,2424.58,181843.5
2025-11-20,DELTA_TRADES,CL944531,RELIANCE,B,289,1176.92,340129.88
2025-11-21,BETA_INVEST,CL189738,HDFC,S,282,1680.91,474016.62
26/11/2025,DELTA_TRADES,CL466919,LT,B,379,2634.09,998320.11
29/11/2025,ALPHA_SEC,CL925570,LT,B,304,2338.5,
2025-11-24,BETA_INVEST,CL581104,KOTAKBANK,S,41,2005.38,82220.58
11-20-2025,OMEGA_BROKING,CL638664,ICICIBANK,S,329,1606.08,528400.32
22-Nov-25,BETA_INVEST,CL349621,ITC,S,161,2416.4,389040.4
11-24-2025,OMEGA_BROKING,CL662868,TATAMOTORS,S,151,2787.39,420895.89
11-25-2025,ALPHA_SEC,CL581759,RELIANCE,B,207,399.25,82644.75
11-22-2025,OMEGA_BROKING,CL285363,ITC,S,231,522.69,120741.39
2025-11-24,ALPHA_SEC,CL646177,ITC,S,370,877.06,324512.2
20-Nov-25,OMEGA_BROKING,CL751255,ITC,S,34,1261.78,
25-Nov-25,BETA_INVEST,CL725674,KOTAKBANK,B,348,1779.4,619231.2
2025-11-21,BETA_INVEST,CL681988,ICICIBANK,B,207,2497.76,517036.32
21-Nov-25,ALPHA_SEC,CL647719,TATAMOTORS,B,366,968.27,354386.82
11-26-2025,DELTA_TRADES,CL735000,ICICIBANK,B,26,778.53,20241.78
11-26-2025,BETA_INVEST,CL612188,INFY,S,115,2624.78,301849.7
11-23-2025,BETA_INVEST,CL284901,TATAMOTORS,B,4,198.2,792.8
23/11/2025,DELTA_TRADES,CL278298,AXISBANK,S,1,2283.65,2283.65
21-Nov-25,OMEGA_BROKING,CL306966,SBIN,B,146,1368.77,199840.42
11-21-2025,ALPHA_SEC,CL778308,KOTAKBANK,B,267,786.5,209995.5
2025-11-24,ALPHA_SEC,CL088020,TATAMOTORS,B,81,825.47,66863.07
11-21-2025,DELTA_TRADES,CL040094,TATAMOTORS,B,45,408.27,18372.15
11-25-2025,DELTA_TRADES,CL896740,INFY,B,249,909.48,226460.52
24/11/2025,DELTA_TRADES,CL978657,KOTAKBANK,S,397,526.06,208845.82
21-Nov-25,OMEGA_BROKING,CL890771,SBIN,S,64,2236.11,143111.04
20-Nov-25,ALPHA_SEC,CL184099,RELIANCE,S,184,1744.39,320967.76
24/11/2025,ALPHA_SEC,CL256585,AXISBANK,S,280,145.9,40852.0
29/11/2025,OMEGA_BROKING,CL900231,RELIANCE,S,387,1994.33,771805.71
11-22-2025,BETA_INVEST,CL936043,ICICIBANK,B,390,166.68,65005.2
2025-11-26,OMEGA_BROKING,CL655795,KOTAKBANK,S,235,774.79,182075.65
11-22-2025,ALPHA_SEC,CL937938,TATAMOTORS,B,343,2100.24,720382.32
2025-11-21,OMEGA_BROKING,CL367527,ITC,S,101,200.82,19292.3
11-20-2025,DELTA_TRADES,CL917694,RELIANCE,S,59,1776.74,104827.66
24/11/2025,DELTA_TRADES,CL957773,RELIANCE,S,246,2754.38,677577.48
22-Nov-25,ALPHA_SEC,CL502526,RELIANCE,S,343,1191.69,408749.67
2025-11-24,DELTA_TRADES,CL567158,HDFC,S,32,141.27,4520.64
11-20-2025,BETA_INVEST,CL712595,SBIN,S,136,365.29,49679.44
11-23-2025,DELTA_TRADES,CL775979,HDFC,S,240,543.59,130461.6
2025-11-24,OMEGA_BROKING,CL976554,AXISBANK,S,242,708.93,171561.06
2025-11-25,BETA_INVEST,CL581783,HDFC,B,301,772.35,232477.35
2025-11-22,ALPHA_SEC,CL745664,INFY,S,101,2416.64,244080.64
11-23-2025,DELTA_TRADES,CL225042,ICICIBANK,S,211,2526.81,533156.91
2025-11-23,BETA_INVEST,CL636852,INFY,S,154,1900.74,292713.96
11-25-2025,DELTA_TRADES,CL193449,ICICIBANK,S,115,162.23,18656.45
11-21-2025,DELTA_TRADES,CL940686,KOTAKBANK,S,8,795.58,6364.64
11-21-2025,ALPHA_SEC,CL589240,ITC,B,213,205.67,43807.71
25/11/2025,ALPHA_SEC,CL929353,KOTAKBANK,B,93,1967.32,182960.76
22/11/2025,DELTA_TRADES,CL374907,KOTAKBANK,B,375,2421.49,908058.75
26-Nov-25,OMEGA_BROKING,CL767138,HDFC,B,348,1679.5,584466.0
2025-11-22,BETA_INVEST,CL451930,INFY,B,116,1789.03,207527.48
11-20-2025,OMEGA_BROKING,CL924972,HDFC,B,314,1324.85,416002.9
25/11/2025,OMEGA_BROKING,CL864096,INFY,B,315,502.16,158180.4
21/11/2025,DELTA_TRADES,CL627753,SBIN,S,167,1630.41,272278.47
11-25-2025,ALPHA_SEC,CL925119,ITC,B,140,2291.05,320747.0
2025-11-23,OMEGA_BROKING,CL528437,ICICIBANK,S,161,838.36,134975.96
22/11/2025,BETA_INVEST,CL716149,AXISBANK,S,230,1122.66,258211.8
2025-11-22,ALPHA_SEC,CL344369,INFY,S,18,722.56,13006.08
11-25-2025,DELTA_TRADES,CL286574,INFY,B,55,1275.01,70125.55
11-22-2025,BETA_INVEST,CL261853,AXISBANK,S,156,474.92,74087.52
22/11/2025,OMEGA_BROKING,CL109306,INFY,S,136,376.83,51248.88
26/11/2025,ALPHA_SEC,CL197909,ITC,S,92,1441.39,132607.88
11-24-2025,DELTA_TRADES,CL383221,RELIANCE,S,337,389.62,131301.94
25-Nov-25,DELTA_TRADES,CL392481,RELIANCE,S,1,1767.68,1767.68
11-20-2025,OMEGA_BROKING,CL734212,AXISBANK,B,28,2699.21,75577.88
24-Nov-25,ALPHA_SEC,CL240684,RELIANCE,S,132,2298.3,303375.6
2025-11-24,BETA_INVEST,CL035732,ICICIBANK,S,182,2548.85,463890.7
11-20-2025,ALPHA_SEC,CL651230,ITC,B,223,1104.11,246216.53
11-23-2025,ALPHA_SEC,CL081191,ICICIBANK,B,156,1328.44,207236.64
25-Nov-25,ALPHA_SEC,CL153717,ITC,B,244,163.86,39981.84
11-29-2025,ALPHA_SEC,CL008752,INFY,S,79,2089.97,165107.63
11-20-2025,ALPHA_SEC,CL571249,TATAMOTORS,S,131,566.57,74220.67
2025-11-21,ALPHA_SEC,CL920746,LT,B,221,588.1,129970.1
23/11/2025,OMEGA_BROKING,CL777954,RELIANCE,S,51,1309.45,66781.95
24/11/2025,DELTA_TRADES,CL093293,SBIN,S,160,318.11,50897.6
23-Nov-25,OMEGA_BROKING,CL938152,SBIN,B,149,805.93,120083.57
11-22-2025,BETA_INVEST,CL324704,RELIANCE,S,341,2777.69,831506.5
24/11/2025,BETA_INVEST,CL356537,TATAMOTORS,S,257,1955.45,502550.65
11-26-2025,DELTA_TRADES,CL352647,RELIANCE,B,128,317.41,40628.48
2025-11-23,OMEGA_BROKING,CL140896,AXISBANK,S,282,2446.42,689890.44
23-Nov-25,BETA_INVEST,CL531964,RELIANCE,B,163,1672.43,272606.09
29-Nov-25,DELTA_TRADES,CL582415,ICICIBANK,S,18,953.7,17166.6
20/11/2025,BETA_INVEST,CL899451,RELIANCE,B,316,657.5,207770.0
21-Nov-25,ALPHA_SEC,CL052456,ITC,S,46,315.54,14514.84
21-Nov-25,OMEGA_BROKING,CL869116,KOTAKBANK,S,80,1736.06,138884.8
22-Nov-25,DELTA_TRADES,CL760428,ITC,B,137,1136.89,155753.93
11-21-2025,BETA_INVEST,CL479614,RELIANCE,B,180,119.22,21459.6
11-25-2025,DELTA_TRADES,CL074645,AXISBANK,B,331,2568.85,850289.35
24/11/2025,BETA_INVEST,CL106226,AXISBANK,S,195,1430.48,278943.6
2025-11-20,ALPHA_SEC,CL088274,LT,B,74,1339.68,99136.32
22/11/2025,ALPHA_SEC,CL351429,ITC,B,16,1338.11,21409.76
11-22-2025,DELTA_TRADES,CL679353,INFY,B,195,1741.67,339625.65
21-Nov-25,BETA_INVEST,CL162571,ICICIBANK,B,225,1950.13,438779.25
11-24-2025,DELTA_TRADES,CL076029,INFY,B,337,2108.74,710645.38
11-24-2025,BETA_INVEST,CL239618,ICICIBANK,B,291,1290.96,375669.36
21-Nov-25,OMEGA_BROKING,CL586017,LT,B,26,2055.48,53442.48
11-26-2025,ALPHA_SEC,CL589283,RELIANCE,S,352,1060.58,373324.16
22/11/2025,BETA_INVEST,CL730575,KOTAKBANK,S,259,817.86,211825.74
11-20-2025,OMEGA_BROKING,CL348568,SBIN,S,187,1467.71,274461.77
24-Nov-25,BETA_INVEST,CL548590,TATAMOTORS,S,383,1156.73,443027.59
11-23-2025,ALPHA_SEC,CL418136,LT,S,259,432.99,112144.41
11-20-2025,BETA_INVEST,CL563100,ITC,S,25,2197.78,54944.5
2025-11-26,BETA_INVEST,CL770504,RELIANCE,S,131,427.02,55939.62
2025-11-22,OMEGA_BROKING,CL092921,RELIANCE,B,305,1309.58,399421.9
2025-11-26,DELTA_TRADES,CL257120,HDFC,B,26,2594.26,67450.76
11-25-2025,ALPHA_SEC,CL624248,INFY,S,257,2016.82,518322.74
11-22-2025,BETA_INVEST,CL794047,INFY,B,273,480.32,131127.36
2025-11-22,ALPHA_SEC,CL917371,KOTAKBANK,B,394,1263.14,497677.16
2025-11-22,BETA_INVEST,CL277973,TATAMOTORS,S,127,1558.07,197874.89
2025-11-20,OMEGA_BROKING,CL661102,INFY,S,225,1462.73,329114.25
2025-11-25,ALPHA_SEC,CL028638,RELIANCE,B,44,2683.06,118054.64
20-Nov-25,OMEGA_BROKING,CL782543,SBIN,B,74,2137.47,158172.78
11-26-2025,OMEGA_BROKING,CL112791,ITC,B,144,1487.13,214146.72
11-22-2025,BETA_INVEST,CL391314,HDFC,B,119,608.48,72409.12
2025-11-21,ALPHA_SEC,CL738185,HDFC,B,288,1724.76,496730.88
24-Nov-25,BETA_INVEST,CL582405,RELIANCE,B,325,193.52,62894.0
2025-11-21,BETA_INVEST,CL996585,HDFC,B,179,1905.79,341136.41
11-26-2025,OMEGA_BROKING,CL590885,ITC,B,109,222.78,24283.02
29-Nov-25,ALPHA_SEC,CL160469,LT,S,7,2015.21,14106.47
21-Nov-25,ALPHA_SEC,CL822875,ITC,S,358,2449.26,876835.08
29/11/2025,OMEGA_BROKING,CL781692,ITC,S,61,1470.89,89724.29
22/11/2025,OMEGA_BROKING,CL225285,SBIN,B,188,1334.75,250933.0
11-23-2025,OMEGA_BROKING,CL562810,RELIANCE,B,168,1254.74,210796.32
2025-11-20,OMEGA_BROKING,CL244960,ITC,B,51,725.18,36984.18
2025-11-20,OMEGA_BROKING,CL771429,AXISBANK,S,392,925.99,362988.08
11-22-2025,ALPHA_SEC,CL718612,KOTAKBANK,B,16,1919.25,30708.0
20/11/2025,BETA_INVEST,CL068907,HDFC,S,90,234.64,
25-Nov-25,ALPHA_SEC,CL225933,AXISBANK,B,354,1402.63,496531.02
22-Nov-25,BETA_INVEST,CL604748,SBIN,B,286,1172.84,335432.24
24/11/2025,BETA_INVEST,CL147026,TATAMOTORS,S,196,958.77,187918.92
11-24-2025,OMEGA_BROKING,CL455749,SBIN,B,57,2222.04,126656.28
2025-11-24,DELTA_TRADES,CL028739,KOTAKBANK,B,263,748.24,196787.12
11-24-2025,ALPHA_SEC,CL458282,KOTAKBANK,B,157,2061.23,323613.11
22/11/2025,DELTA_TRADES,CL919642,HDFC,B,337,133.01,44824.37
26-Nov-25,DELTA_TRADES,CL961037,SBIN,B,367,213.97,78526.99
24/11/2025,BETA_INVEST,CL724074,LT,S,181,2651.84,479983.04
20-Nov-25,OMEGA_BROKING,CL676234,ITC,B,236,2290.89,540650.04
11-20-2025,ALPHA_SEC,CL020120,INFY,B,270,2481.75,670072.5
11-25-2025,BETA_INVEST,CL115936,INFY,S,276,938.14,258926.64
11-26-2025,BETA_INVEST,CL041471,SBIN,B,96,1598.22,153429.12
20/11/2025,OMEGA_BROKING,CL733278,AXISBANK,B,241,2664.05,642036.05
11-21-2025,ALPHA_SEC,CL504723,ITC,S,74,1489.99,110259.26
26/11/2025,BETA_INVEST,CL618739,ITC,S,48,468.12,22469.76
26-Nov-25,OMEGA_BROKING,CL062277,INFY,S,369,1236.26,456179.94
25/11/2025,ALPHA_SEC,CL444270,KOTAKBANK,B,6,2271.66,13629.96
20/11/2025,DELTA_TRADES,CL224904,HDFC,S,349,2047.76,714668.24
23-Nov-25,OMEGA_BROKING,CL955907,LT,B,224,846.71,184967.21
2025-11-22,DELTA_TRADES,CL578848,RELIANCE,B,277,173.75,48128.75
11-26-2025,BETA_INVEST,CL996440,KOTAKBANK,B,33,223.34,
22-Nov-25,DELTA_TRADES,CL504929,TATAMOTORS,B,200,350.2,70040.0
2025-11-26,OMEGA_BROKING,CL073197,INFY,S,315,632.88,199357.2
20-Nov-25,ALPHA_SEC,CL918450,AXISBANK,B,36,729.92,26277.12
11-23-2025,DELTA_TRADES,CL267682,KOTAKBANK,S,113,350.52,39608.76
11-25-2025,OMEGA_BROKING,CL833425,KOTAKBANK,S,189,2389.63,451640.07
2025-11-24,ALPHA_SEC,CL582207,RELIANCE,B,379,482.48,182859.92
21-Nov-25,ALPHA_SEC,CL741630,RELIANCE,B,227,2415.44,548304.88
22-Nov-25,ALPHA_SEC,CL271039,INFY,B,384,228.23,87640.32
11-21-2025,DELTA_TRADES,CL620908,ITC,B,373,829.79,309511.67
23/11/2025,DELTA_TRADES,CL341864,AXISBANK,B,223,2479.35,552895.05
2025-11-29,ALPHA_SEC,CL295495,HDFC,B,386,215.57,83210.02
11-26-2025,BETA_INVEST,CL974066,ITC,S,263,1923.1,505775.3
22/11/2025,BETA_INVEST,CL995189,ICICIBANK,B,11,499.03,5489.33
11-22-2025,OMEGA_BROKING,CL299149,KOTAKBANK,S,184,1732.02,318691.68
26-Nov-25,ALPHA_SEC,CL863527,ITC,S,65,814.0,52910.0
11-23-2025,OMEGA_BROKING,CL288375,AXISBANK,B,122,1541.59,188073.98
2025-11-24,ALPHA_SEC,CL506457,ICICIBANK,S,365,739.46,269902.9
2025-11-25,ALPHA_SEC,CL499006,KOTAKBANK,B,235,891.04,209394.4
2025-11-24,BETA_INVEST,CL751515,HDFC,S,105,292.87,30751.35
24/11/2025,DELTA_TRADES,CL345392,INFY,B,264,1879.87,496285.68
24-Nov-25,ALPHA_SEC,CL509760,ITC,B,30,1084.09,
21/11/2025,OMEGA_BROKING,CL519671,INFY,S,145,1898.82,275328.9
20-Nov-25,BETA_INVEST,CL112782,SBIN,S,48,856.72,41122.56
11-25-2025,BETA_INVEST,CL935857,TATAMOTORS,S,279,1625.61,453545.19
25/11/2025,ALPHA_SEC,CL719613,LT,S,228,811.79,185088.12
20/11/2025,ALPHA_SEC,CL205234,RELIANCE,B,130,676.19,87904.7
29-Nov-25,OMEGA_BROKING,CL022906,HDFC,S,375,112.54,42202.5
11-25-2025,BETA_INVEST,CL586084,KOTAKBANK,S,156,1154.5,180102.0
20-Nov-25,ALPHA_SEC,CL673323,AXISBANK,S,187,2283.56,427025.72
11-26-2025,BETA_INVEST,CL880992,INFY,S,321,923.29,296376.09
2025-11-26,ALPHA_SEC,CL191907,ICICIBANK,S,128,1456.35,186412.8
25/11/2025,OMEGA_BROKING,CL492208,LT,S,117,2086.64,244136.88
26/11/2025,DELTA_TRADES,CL654458,RELIANCE,B,384,100.74,38684.16
11-29-2025,DELTA_TRADES,CL152451,AXISBANK,S,371,374.25,138846.75
11-22-2025,BETA_INVEST,CL642127,RELIANCE,B,198,214.55,42480.9
26/11/2025,DELTA_TRADES,CL670618,SBIN,B,65,2240.96,145662.4
24-Nov-25,OMEGA_BROKING,CL189309,SBIN,S,28,136.19,3813.32
24-Nov-25,BETA_INVEST,CL538400,HDFC,S,12,849.47,10193.64
2025-11-26,DELTA_TRADES,CL616252,SBIN,B,110,232.1,25531.0
23-Nov-25,ALPHA_SEC,CL118621,INFY,S,359,1871.35,671814.65
23-Nov-25,ALPHA_SEC,CL792034,KOTAKBANK,S,25,802.04,20051.0
21/11/2025,ALPHA_SEC,CL656590,ICICIBANK,S,175,356.28,62349.0
2025-11-25,OMEGA_BROKING,CL359657,TATAMOTORS,S,255,1459.13,372078.15
11-29-2025,DELTA_TRADES,CL693924,RELIANCE,S,381,2741.15,1044378.15
29/11/2025,DELTA_TRADES,CL065946,ITC,S,383,197.9,75795.7
11-23-2025,OMEGA_BROKING,CL168370,RELIANCE,S,184,514.36,94642.24
26/11/2025,OMEGA_BROKING,CL540376,HDFC,B,178,1832.53,326190.34
2025-11-25,ALPHA_SEC,CL529438,AXISBANK,B,379,1750.27,663352.33
11-23-2025,DELTA_TRADES,CL764965,RELIANCE,S,43,1133.9,48757.7
2025-11-22,BETA_INVEST,CL007462,ICICIBANK,B,322,941.8,303259.6
21-Nov-25,DELTA_TRADES,CL921430,ICICIBANK,S,170,885.95,150611.5
11-23-2025,OMEGA_BROKING,CL503719,AXISBANK,B,57,475.83,27122.31
2025-11-20,ALPHA_SEC,CL278272,KOTAKBANK,S,58,962.04,55798.32
22/11/2025,OMEGA_BROKING,CL754547,TATAMOTORS,S,72,1935.09,139326.48
2025-11-26,BETA_INVEST,CL485892,KOTAKBANK,S,341,2578.62,879309.42
23-Nov-25,ALPHA_SEC,CL719284,AXISBANK,B,22,183.77,4042.94
11-24-2025,OMEGA_BROKING,CL581469,KOTAKBANK,B,386,2238.01,863871.86
22/11/2025,DELTA_TRADES,CL533534,AXISBANK,B,173,1309.68,226574.64
2025-11-22,BETA_INVEST,CL618636,SBIN,B,119,1099.25,130810.75
2025-11-26,DELTA_TRADES,CL265369,LT,S,117,1639.97,191876.49
21/11/2025,BETA_INVEST,CL243914,LT,S,281,1995.79,560816.99
26/11/2025,ALPHA_SEC,CL717976,RELIANCE,S,30,997.08,29912.4
11-22-2025,ALPHA_SEC,CL613513,AXISBANK,B,309,790.56,244283.04
22-Nov-25,ALPHA_SEC,CL465463,TATAMOTORS,S,283,1765.59,499661.97
11-21-2025,DELTA_TRADES,CL358969,KOTAKBANK,S,254,1300.8,330403.2
20-Nov-25,ALPHA_SEC,CL566083,AXISBANK,S,242,1302.7,315253.4
11-22-2025,BETA_INVEST,CL922625,ITC,B,295,1232.66,363634.7
21/11/2025,DELTA_TRADES,CL396407,INFY,B,206,1814.44,373774.64
11-21-2025,ALPHA_SEC,CL738546,INFY,S,249,2394.26,596170.74
11-26-2025,OMEGA_BROKING,CL260993,ITC,B,168,2749.53,461921.04
26/11/2025,BETA_INVEST,CL784809,LT,S,291,1941.07,564851.37
