TradeDate,Broker,ClientCode,Symbol,Side,Qty,Price,GrossAmount,ExchangeTradeID
2025-11-23,BETA_INVEST,CL020741,LT,BUY,11,2597.78,28575.58,EX20251123005030
2025-11-21,DELTA_TRADES,CL676183,ITC,SELL,248,1222.74,303239.52,EX20251121005031
2025-11-25,ALPHA_SEC,CL027972,RELIANCE,SELL,3,391.14,1173.42,EX20251125005032
2025-11-26,ALPHA_SEC,CL271259,TATAMOTORS,SELL,160,2576.33,412212.8,EX20251126005033
2025-11-25,DELTA_TRADES,CL623255,AXISBANK,BUY,236,2924.27,690127.72,EX20251125005034
2025-11-22,BETA_INVEST,CL927088,TATAMOTORS,BUY,366,2294.15,839658.9,EX20251122005035
2025-11-23,ALPHA_SEC,CL680150,RELIANCE,SELL,429,1060.85,455104.65,EX20251123005036
2025-11-23,OMEGA_BROKING,CL033649,INFY,SELL,423,2865.68,1212182.64,EX20251123005037
2025-11-25,ALPHA_SEC,CL767235,LT,SELL,399,1717.59,685318.41,EX20251125005038
2025-11-29,DELTA_TRADES,CL511087,ICICIBANK,SELL,447,171.86,76821.42,EX20251129005039
2025-11-21,BETA_INVEST,CL637515,RELIANCE,SELL,160,929.59,148734.4,EX20251121005040
2025-11-23,DELTA_TRADES,CL679035,SBIN,BUY,414,696.63,288404.82,EX20251123005041
2025-11-20,OMEGA_BROKING,CL600259,INFY,BUY,15,1082.27,16234.05,EX20251120005042
2025-11-23,DELTA_TRADES,CL092055,INFY,BUY,178,2122.59,377821.02,EX20251123005043
2025-11-24,DELTA_TRADES,CL384406,INFY,SELL,347,1232.08,427531.76,EX20251124005044
2025-11-23,OMEGA_BROKING,CL039082,KOTAKBANK,BUY,86,575.92,49529.12,EX20251123005045
2025-11-24,ALPHA_SEC,CL289456,HDFC,BUY,110,1669.75,183672.5,EX20251124005046
2025-11-23,ALPHA_SEC,CL918705,HDFC,BUY,207,1254.67,259716.69,EX20251123005047
2025-11-22,ALPHA_SEC,CL667176,TATAMOTORS,SELL,275,1983.68,545512.0,EX20251122005048
2025-11-22,BETA_INVEST,CL825524,AXISBANK,SELL,352,1845.77,649711.04,EX20251122005049
2025-11-21,DELTA_TRADES,CL079621,TATAMOTORS,BUY,265,1944.45,515279.25,EX20251121005050
2025-11-24,ALPHA_SEC,CL748536,ICICIBANK,SELL,21,213.23,4477.83,EX20251124005051
2025-11-25,OMEGA_BROKING,CL197279,ITC,BUY,489,918.14,448970.46,EX20251125005052
2025-11-22,BETA_INVEST,CL604700,AXISBANK,BUY,465,499.0,232035.0,EX20251122005053
2025-11-26,DELTA_TRADES,CL682017,TATAMOTORS,SELL,280,1294.37,362423.6,EX20251126005054
2025-11-21,BETA_INVEST,CL265278,ICICIBANK,BUY,74,2835.24,209807.76,EX20251121005055
2025-11-22,BETA_INVEST,CL362152,HDFC,SELL,415,2567.16,1065371.4,EX20251122005056
2025-11-24,OMEGA_BROKING,CL401831,LT,SELL,173,115.04,19901.92,EX20251124005057
2025-11-22,OMEGA_BROKING,CL904997,ITC,SELL,156,1418.96,221357.76,EX20251122005058
2025-11-21,DELTA_TRADES,CL981618,TATAMOTORS,BUY,184,-1222.38,-224917.92,EX20251121005059
2025-11-26,OMEGA_BROKING,CL761576,HDFC,SELL,20,2750.31,55006.2,EX20251126005060
2025-11-26,ALPHA_SEC,CL480866,AXISBANK,BUY,443,1627.58,721017.94,EX20251126005061
2025-11-25,DELTA_TRADES,CL985603,LT,BUY,352,1583.95,557550.4,EX20251125005062
2025-11-21,ALPHA_SEC,CL622128,HDFC,SELL,482,1214.84,585552.88,EX20251121005063
2025-11-20,BETA_INVEST,CL190318,KOTAKBANK,BUY,112,1870.2,209462.4,EX20251120005064
2025-11-21,OMEGA_BROKING,CL390817,ICICIBANK,BUY,171,1953.67,334077.57,EX20251121005065
2025-11-22,OMEGA_BROKING,CL671908,ITC,SELL,341,1221.15,416412.15,EX20251122005066
2025-11-21,OMEGA_BROKING,CL276735,LT,BUY,273,1199.58,327485.34,EX20251121005067
2025-11-26,DELTA_TRADES,CL780147,HDFC,SELL,264,1225.06,323415.84,EX20251126005068
2025-11-22,BETA_INVEST,CL939710,KOTAKBANK,SELL,247,338.22,83540.34,EX20251122005069
2025-11-25,DELTA_TRADES,CL347997,INFY,SELL,363,584.13,212039.19,EX20251125005070
2025-11-23,ALPHA_SEC,CL154707,KOTAKBANK,BUY,130,1384.2,179946.0,EX20251123005071
2025-11-25,DELTA_TRADES,CL298714,SBIN,SELL,59,276.56,16317.04,EX20251125005072
2025-11-20,ALPHA_SEC,CL145105,HDFC,SELL,453,806.63,365403.39,EX20251120005073
2025-11-21,DELTA_TRADES,CL707708,ITC,BUY,76,688.55,52329.8,EX20251121005074
2025-11-24,DELTA_TRADES,CL131089,ICICIBANK,BUY,174,2829.44,492322.56,EX20251124005075
2025-11-22,ALPHA_SEC,CL024445,AXISBANK,SELL,227,1440.95,327095.65,EX20251122005076
2025-11-23,ALPHA_SEC,CL816802,INFY,SELL,138,211.28,29156.64,EX20251123005077
2025-11-21,OMEGA_BROKING,CL994947,INFY,BUY,445,2541.29,1130874.05,EX20251121005078
2025-11-23,ALPHA_SEC,CL230830,ICICIBANK,BUY,439,2382.73,1046018.47,EX20251123005079
2025-11-24,DELTA_TRADES,CL607812,SBIN,BUY,409,664.34,271715.06,EX20251124005080
2025-11-25,BETA_INVEST,CL154504,ICICIBANK,BUY,494,2479.7,1224971.8,EX20251125005081
2025-11-23,BETA_INVEST,CL230167,HDFC,BUY,70,2654.08,185785.6,EX20251123005082
2025-11-22,ALPHA_SEC,CL857691,TATAMOTORS,SELL,15,1252.74,18791.1,EX20251122005083
2025-11-23,OMEGA_BROKING,CL721817,INFY,BUY,433,808.4,350037.2,EX20251123005084
2025-11-24,DELTA_TRADES,CL530495,TATAMOTORS,SELL,211,1962.51,414089.61,EX20251124005085
2025-11-21,OMEGA_BROKING,CL002384,RELIANCE,BUY,363,169.98,61702.74,EX20251121005086
2025-11-22,OMEGA_BROKING,CL860007,AXISBANK,SELL,484,1006.53,487160.52,EX20251122005087
2025-11-22,ALPHA_SEC,CL081589,AXISBANK,BUY,166,1098.24,182307.84,EX20251122005088
2025-11-23,OMEGA_BROKING,CL240181,HDFC,BUY,114,233.89,26663.46,EX20251123005089
2025-11-25,BETA_INVEST,CL007121,AXISBANK,BUY,255,466.39,118929.45,EX20251125005090
2025-11-22,DELTA_TRADES,CL975719,TATAMOTORS,SELL,413,1215.98,502199.74,EX20251122005091
2025-11-26,OMEGA_BROKING,CL485735,INFY,BUY,242,1686.55,408145.1,EX20251126005092
2025-11-25,BETA_INVEST,CL144343,ICICIBANK,SELL,50,864.88,43244.0,EX20251125005093
2025-11-23,ALPHA_SEC,CL776699,LT,SELL,358,2375.05,850267.9,EX20251123005094
2025-11-23,OMEGA_BROKING,CL025651,TATAMOTORS,SELL,500,1754.4,877200.0,EX20251123005095
2025-11-22,ALPHA_SEC,CL260646,AXISBANK,BUY,18,1827.73,32899.14,EX20251122005096
2025-11-24,BETA_INVEST,CL988634,LT,BUY,40,2313.44,92537.6,EX20251124005097
2025-11-21,BETA_INVEST,CL052672,HDFC,SELL,19,957.01,18183.19,EX20251121005098
2025-11-26,DELTA_TRADES,CL397738,KOTAKBANK,BUY,326,2987.5,973925.0,EX20251126005099
2025-11-21,ALPHA_SEC,CL431226,LT,SELL,451,173.43,78216.93,EX20251121005100
2025-11-21,ALPHA_SEC,CL841030,TATAMOTORS,BUY,312,1713.49,534608.88,EX20251121005101
2025-11-23,OMEGA_BROKING,CL401293,AXISBANK,BUY,453,2271.45,1028966.85,EX20251123005102
2025-11-26,BETA_INVEST,CL067484,KOTAKBANK,SELL,483,2094.5,1011643.5,EX20251126005103
2025-11-21,DELTA_TRADES,CL466305,RELIANCE,BUY,298,1558.09,464310.82,EX20251121005104
2025-11-23,DELTA_TRADES,CL947494,RELIANCE,SELL,172,2269.92,390426.24,EX20251123005105
2025-11-20,DELTA_TRADES,CL836283,KOTAKBANK,SELL,187,1207.63,225826.81,EX20251120005106
2025-11-26,DELTA_TRADES,CL608929,KOTAKBANK,BUY,139,127.91,17779.49,EX20251126005107
2025-11-25,OMEGA_BROKING,CL739714,LT,BUY,469,2214.53,1038614.57,EX20251125005108
2025-11-21,OMEGA_BROKING,CL582481,TATAMOTORS,SELL,254,2887.12,733328.48,EX20251121005109
2025-11-20,BETA_INVEST,CL124428,TATAMOTORS,SELL,233,2717.91,633273.03,EX20251120005110
2025-11-22,OMEGA_BROKING,CL277303,RELIANCE,SELL,343,392.16,134510.88,EX20251122005111
2025-11-22,DELTA_TRADES,CL342508,KOTAKBANK,SELL,278,2024.22,562733.16,EX20251122005112
2025-11-25,OMEGA_BROKING,CL735140,KOTAKBANK,BUY,96,575.94,55290.24,EX20251125005113
2025-11-26,OMEGA_BROKING,CL374029,TATAMOTORS,SELL,121,1362.25,164832.25,EX20251126005114
2025-11-26,OMEGA_BROKING,CL531648,HDFC,SELL,235,2322.82,545862.7,EX20251126005115
2025-11-22,OMEGA_BROKING,CL334857,KOTAKBANK,BUY,108,2124.83,229481.64,EX20251122005116
2025-11-24,DELTA_TRADES,CL264675,AXISBANK,BUY,362,545.72,197550.64,EX20251124005117
2025-11-26,OMEGA_BROKING,CL270748,RELIANCE,SELL,62,1288.83,79907.46,EX20251126005118
2025-11-24,ALPHA_SEC,CL717520,ICICIBANK,BUY,500,848.49,424245.0,EX20251124005119
2025-11-26,BETA_INVEST,CL103866,ICICIBANK,SELL,436,2200.29,959326.44,EX20251126005120
2025-11-23,ALPHA_SEC,CL495582,TATAMOTORS,BUY,47,1704.62,80117.14,EX20251123005121
2025-11-20,DELTA_TRADES,CL648082,AXISBANK,BUY,58,1436.44,83313.52,EX20251120005122
2025-11-21,DELTA_TRADES,CL464235,TATAMOTORS,SELL,482,2628.29,1266835.78,EX20251121005123
2025-11-23,DELTA_TRADES,CL843663,RELIANCE,BUY,96,2507.19,240690.24,EX20251123005124
2025-11-29,DELTA_TRADES,CL531461,ITC,BUY,110,689.77,75874.7,EX20251129005125
2025-11-29,BETA_INVEST,CL986773,HDFC,SELL,204,552.34,112677.36,EX20251129005126
2025-11-22,OMEGA_BROKING,CL135964,SBIN,SELL,104,727.87,75698.48,EX20251122005127
2025-11-22,ALPHA_SEC,CL049688,TATAMOTORS,BUY,136,2585.99,351694.64,EX20251122005128
2025-11-25,OMEGA_BROKING,CL296392,LT,SELL,382,1680.75,642046.5,EX20251125005129
2025-11-22,OMEGA_BROKING,CL315502,INFY,BUY,384,1656.18,635973.12,EX20251122005130
2025-11-24,BETA_INVEST,CL505252,KOTAKBANK,SELL,465,1734.02,806319.3,EX20251124005131
2025-11-22,ALPHA_SEC,CL612617,HDFC,SELL,247,528.7,130588.9,EX20251122005132
2025-11-22,ALPHA_SEC,CL132843,TATAMOTORS,BUY,408,2742.71,1119025.68,EX20251122005133
2025-11-20,DELTA_TRADES,CL839062,KOTAKBANK,BUY,175,225.33,39432.75,EX20251120005134
2025-11-20,DELTA_TRADES,CL825920,AXISBANK,SELL,190,451.75,85832.5,EX20251120005135
2025-11-22,ALPHA_SEC,CL208574,ITC,SELL,145,1858.17,269434.65,EX20251122005136
2025-11-22,ALPHA_SEC,CL853999,HDFC,BUY,5,195.43,977.15,EX20251122005137
2025-11-29,BETA_INVEST,CL814253,SBIN,SELL,468,2376.92,1112398.56,EX20251129005138
2025-11-29,DELTA_TRADES,CL376189,RELIANCE,SELL,195,1404.31,273840.45,EX20251129005139
2025-11-26,OMEGA_BROKING,CL890627,ITC,SELL,434,466.18,202322.12,EX20251126005140
2025-11-26,DELTA_TRADES,CL802188,LT,SELL,242,255.52,61835.84,EX20251126005141
2025-11-23,DELTA_TRADES,CL367334,SBIN,SELL,357,2852.15,1018217.55,EX20251123005142
2025-11-29,DELTA_TRADES,CL909843,INFY,BUY,226,214.57,48492.82,EX20251129005143
2025-11-22,BETA_INVEST,CL825378,AXISBANK,BUY,21,247.26,5192.46,EX20251122005144
2025-11-21,DELTA_TRADES,CL828618,ITC,SELL,127,700.19,88924.13,EX20251121005145
2025-11-24,BETA_INVEST,CL811934,KOTAKBANK,BUY,220,1759.12,387006.4,EX20251124005146
2025-11-22,DELTA_TRADES,CL615593,LT,BUY,161,1301.12,209480.32,EX20251122005147
2025-11-23,BETA_INVEST,CL032886,RELIANCE,SELL,363,1304.32,473468.16,EX20251123005148
2025-11-26,BETA_INVEST,CL850690,HDFC,BUY,108,2000.16,216017.28,EX20251126005149
2025-11-24,ALPHA_SEC,CL092417,AXISBANK,BUY,325,2877.5,935187.5,EX20251124005150
2025-11-23,BETA_INVEST,CL787098,SBIN,BUY,28,2131.17,59672.76,EX20251123005151
2025-11-20,BETA_INVEST,CL095733,INFY,BUY,329,2197.27,722901.83,EX20251120005152
2025-11-24,BETA_INVEST,CL335551,LT,SELL,75,182.47,13685.25,EX20251124005153
2025-11-25,ALPHA_SEC,CL444154,HDFC,SELL,396,1170.2,463399.2,EX20251125005154
2025-11-22,OMEGA_BROKING,CL276793,HDFC,SELL,142,1917.58,272296.36,EX20251122005155
2025-11-26,ALPHA_SEC,CL909978,INFY,BUY,128,1335.99,171006.72,EX20251126005156
2025-11-21,DELTA_TRADES,CL645898,HDFC,BUY,44,713.99,31415.56,EX20251121005157
2025-11-20,ALPHA_SEC,CL332519,AXISBANK,SELL,377,1574.19,593469.63,EX20251120005158
2025-11-20,ALPHA_SEC,CL538496,INFY,SELL,139,2734.67,380119.13,EX20251120005159
2025-11-25,DELTA_TRADES,CL064136,RELIANCE,BUY,231,1888.08,436146.48,EX20251125005160
2025-11-29,OMEGA_BROKING,CL844828,HDFC,BUY,215,704.69,151508.35,EX20251129005161
2025-11-29,BETA_INVEST,CL593124,LT,BUY,295,724.72,213792.4,EX20251129005162
2025-11-29,BETA_INVEST,CL826753,KOTAKBANK,SELL,170,458.43,77933.1,EX20251129005163
2025-11-22,DELTA_TRADES,CL001634,ICICIBANK,SELL,452,2359.49,1066489.48,EX20251122005164
2025-11-24,ALPHA_SEC,CL497636,HDFC,BUY,405,1888.24,764737.2,EX20251124005165
2025-11-23,BETA_INVEST,CL976319,SBIN,SELL,481,2243.43,1079089.83,EX20251123005166
2025-11-20,DELTA_TRADES,CL641391,RELIANCE,BUY,135,1950.43,263308.05,EX20251120005167
2025-11-26,DELTA_TRADES,CL015562,KOTAKBANK,BUY,454,2680.03,1216733.62,EX20251126005168
2025-11-20,BETA_INVEST,CL039497,ITC,SELL,44,1029.65,45304.6,EX20251120005169
2025-11-26,DELTA_TRADES,CL823577,ITC,SELL,141,1909.8,269281.8,EX20251126005170
2025-11-20,ALPHA_SEC,CL026446,HDFC,SELL,12,1128.64,13543.68,EX20251120005171
2025-11-25,OMEGA_BROKING,CL533231,TATAMOTORS,BUY,139,1982.76,275603.64,EX20251125005172
2025-11-20,DELTA_TRADES,CL684714,HDFC,SELL,410,1371.27,562220.7,EX20251120005173
2025-11-21,DELTA_TRADES,CL222750,AXISBANK,BUY,35,2822.75,98796.25,EX20251121005174
2025-11-29,DELTA_TRADES,CL997961,HDFC,BUY,234,1231.74,288227.16,EX20251129005175
2025-11-26,ALPHA_SEC,CL760332,RELIANCE,BUY,131,2178.23,285348.13,EX20251126005176
2025-11-26,DELTA_TRADES,CL901171,ICICIBANK,BUY,418,1666.36,696538.48,EX20251126005177
2025-11-26,DELTA_TRADES,CL061176,TATAMOTORS,SELL,147,739.25,108669.75,EX20251126005178
2025-11-24,OMEGA_BROKING,CL362227,LT,SELL,305,1558.57,475363.85,EX20251124005179
2025-11-21,OMEGA_BROKING,CL130262,SBIN,SELL,276,191.7,52909.2,EX20251121005180
2025-11-21,OMEGA_BROKING,CL354634,HDFC,SELL,211,2257.05,476237.55,EX20251121005181
2025-11-24,BETA_INVEST,CL267013,ITC,BUY,50,807.25,40362.5,EX20251124005182
2025-11-21,DELTA_TRADES,CL196189,HDFC,BUY,257,2017.92,518605.44,EX20251121005183
2025-11-22,ALPHA_SEC,CL167770,KOTAKBANK,BUY,495,2644.15,1308854.25,EX20251122005184
2025-11-22,ALPHA_SEC,CL904215,LT,BUY,266,512.69,136375.54,EX20251122005185
2025-11-25,DELTA_TRADES,CL268787,RELIANCE,BUY,396,2310.39,914914.44,EX20251125005186
2025-11-23,OMEGA_BROKING,CL565772,SBIN,BUY,187,1330.82,248863.34,EX20251123005187
2025-11-21,OMEGA_BROKING,CL144961,AXISBANK,SELL,248,1691.52,419496.96,EX20251121005188
2025-11-26,OMEGA_BROKING,CL725429,INFY,SELL,433,2836.46,1228187.18,EX20251126005189
2025-11-21,BETA_INVEST,CL098094,LT,BUY,492,2839.87,1397216.04,EX20251121005190
2025-11-20,DELTA_TRADES,CL348473,TATAMOTORS,BUY,31,2160.43,66973.33,EX20251120005191
2025-11-22,ALPHA_SEC,CL633649,INFY,SELL,10,2656.17,26561.7,EX20251122005192
2025-11-20,ALPHA_SEC,CL875558,KOTAKBANK,BUY,492,1738.88,855528.96,EX20251120005193
2025-11-29,BETA_INVEST,CL425514,ICICIBANK,BUY,310,1433.7,444447.0,EX20251129005194
2025-11-21,OMEGA_BROKING,CL941260,TATAMOTORS,BUY,103,341.64,35188.92,EX20251121005195
2025-11-26,ALPHA_SEC,CL534588,TATAMOTORS,BUY,469,991.32,464929.08,EX20251126005196
2025-11-22,DELTA_TRADES,CL958312,LT,BUY,235,789.63,185563.05,EX20251122005197
2025-11-21,OMEGA_BROKING,CL612239,RELIANCE,BUY,300,1924.48,577344.0,EX20251121005198
2025-11-22,DELTA_TRADES,CL178380,ICICIBANK,SELL,333,794.98,264728.34,EX20251122005199
2025-11-21,DELTA_TRADES,CL848546,KOTAKBANK,SELL,420,171.27,71933.4,EX20251121005200
2025-11-21,ALPHA_SEC,CL091230,AXISBANK,SELL,0,2239.6,0.0,EX20251121005201
2025-11-22,BETA_INVEST,CL680604,ITC,SELL,257,736.82,189362.74,EX20251122005202
2025-11-21,DELTA_TRADES,CL262949,SBIN,BUY,386,258.11,99630.46,EX20251121005203
2025-11-23,BETA_INVEST,CL520702,HDFC,SELL,228,295.4,67351.2,EX20251123005204
2025-11-23,DELTA_TRADES,CL336276,AXISBANK,BUY,378,674.69,255032.82,EX20251123005205
2025-11-23,BETA_INVEST,CL567482,SBIN,BUY,108,1967.49,212488.92,EX20251123005206
2025-11-24,OMEGA_BROKING,CL256201,ICICIBANK,SELL,424,1295.16,549147.84,EX20251124005207
2025-11-22,OMEGA_BROKING,CL113394,HDFC,BUY,291,1699.73,494621.43,EX20251122005208
2025-11-21,DELTA_TRADES,CL456817,KOTAKBANK,SELL,75,1773.92,133044.0,EX20251121005209
2025-11-20,DELTA_TRADES,CL038011,ITC,BUY,313,2761.17,864246.21,EX20251120005210
2025-11-25,OMEGA_BROKING,CL170274,TATAMOTORS,SELL,489,2134.27,1043658.03,EX20251125005211
2025-11-24,DELTA_TRADES,CL650835,KOTAKBANK,BUY,137,2136.26,292667.62,EX20251124005212
2025-11-24,DELTA_TRADES,CL843982,HDFC,SELL,304,1632.94,496413.76,EX20251124005213
2025-11-29,ALPHA_SEC,CL373655,AXISBANK,SELL,258,2137.08,551366.64,EX20251129005214
2025-11-22,BETA_INVEST,CL682006,ITC,SELL,210,724.85,152218.5,EX20251122005215
2025-11-24,DELTA_TRADES,CL527748,ITC,SELL,101,1404.96,141900.96,EX20251124005216
2025-11-23,ALPHA_SEC,CL979965,AXISBANK,SELL,470,2855.19,1341939.3,EX20251123005217
2025-11-20,ALPHA_SEC,CL663202,KOTAKBANK,SELL,227,1107.25,251345.75,EX20251120005218
2025-11-21,OMEGA_BROKING,CL035241,RELIANCE,SELL,333,2676.34,891221.22,EX20251121005219
2025-11-24,DELTA_TRADES,CL440595,AXISBANK,BUY,496,727.15,360666.4,EX20251124005220
2025-11-22,ALPHA_SEC,CL968808,TATAMOTORS,BUY,114,2808.24,320139.36,EX20251122005221
2025-11-22,OMEGA_BROKING,CL795887,RELIANCE,BUY,116,2869.45,332856.2,EX20251122005222
2025-11-22,DELTA_TRADES,CL079070,RELIANCE,BUY,367,663.41,243471.47,EX20251122005223
2025-11-25,ALPHA_SEC,CL254772,LT,BUY,59,858.47,50649.73,EX20251125005224
2025-11-29,OMEGA_BROKING,CL836024,LT,BUY,279,2917.97,814113.63,EX20251129005225
2025-11-21,ALPHA_SEC,CL345293,HDFC,BUY,359,1998.58,717490.22,EX20251121005226
2025-11-24,OMEGA_BROKING,CL224462,AXISBANK,SELL,135,2987.42,403301.7,EX20251124005227
2025-11-21,ALPHA_SEC,CL695615,HDFC,SELL,335,439.67,147289.45,EX20251121005228
2025-11-22,ALPHA_SEC,CL159184,SBIN,SELL,361,2489.01,898532.61,EX20251122005229
2025-11-22,DELTA_TRADES,CL025210,INFY,BUY,469,271.83,127488.27,EX20251122005230
2025-11-26,DELTA_TRADES,CL003749,AXISBANK,BUY,344,1179.74,405830.56,EX20251126005231
2025-11-22,OMEGA_BROKING,CL363537,INFY,SELL,276,1077.2,297307.2,EX20251122005232
2025-11-25,BETA_INVEST,CL666993,LT,SELL,409,1467.28,600117.52,EX20251125005233
2025-11-23,DELTA_TRADES,CL244373,HDFC,SELL,402,1959.17,787586.34,EX20251123005234
2025-11-22,BETA_INVEST,CL999408,INFY,BUY,132,1115.58,147256.56,EX20251122005235
2025-11-22,BETA_INVEST,CL866735,ITC,SELL,329,2816.26,926549.54,EX20251122005236
2025-11-22,ALPHA_SEC,CL126282,KOTAKBANK,BUY,89,1317.65,117270.85,EX20251122005237
2025-11-22,OMEGA_BROKING,CL704126,TATAMOTORS,BUY,390,2605.72,1016230.8,EX20251122005238
2025-11-23,BETA_INVEST,CL741097,KOTAKBANK,SELL,390,2394.48,933847.2,EX20251123005239
2025-11-21,BETA_INVEST,CL164743,HDFC,BUY,447,134.63,60179.61,EX20251121005240
2025-11-26,OMEGA_BROKING,CL391104,SBIN,BUY,430,527.4,226782.0,EX20251126005241
2025-11-22,BETA_INVEST,CL428082,LT,SELL,281,726.62,204180.22,EX20251122005242
2025-11-21,ALPHA_SEC,CL175237,AXISBANK,BUY,461,610.55,281463.55,EX20251121005243
2025-11-21,BETA_INVEST,CL187096,HDFC,BUY,233,1111.73,259033.09,EX20251121005244
2025-11-26,BETA_INVEST,CL158801,ITC,BUY,344,891.89,306810.16,EX20251126005245
2025-11-24,OMEGA_BROKING,CL312058,ITC,SELL,5,810.3,4051.5,EX20251124005246
2025-11-22,DELTA_TRADES,CL287662,KOTAKBANK,SELL,67,1727.42,115737.14,EX20251122005247
2025-11-26,BETA_INVEST,CL044827,TATAMOTORS,BUY,270,649.52,175370.4,EX20251126005248
2025-11-22,BETA_INVEST,CL542147,AXISBANK,SELL,475,1610.44,764959.0,EX20251122005249
2025-11-24,OMEGA_BROKING,CL533444,INFY,SELL,391,1578.16,617060.56,EX20251124005250
2025-11-21,BETA_INVEST,CL692179,INFY,BUY,387,1476.47,571393.89,EX20251121005251
2025-11-21,ALPHA_SEC,CL665103,SBIN,BUY,335,341.06,114255.1,EX20251121005252
2025-11-21,BETA_INVEST,CL951179,TATAMOTORS,SELL,192,1361.01,261313.92,EX20251121005253
2025-11-23,BETA_INVEST,CL187723,INFY,SELL,117,2833.65,331537.05,EX20251123005254
2025-11-29,ALPHA_SEC,CL088615,SBIN,BUY,55,235.47,12950.85,EX20251129005255
2025-11-23,OMEGA_BROKING,CL000142,AXISBANK,SELL,436,2749.43,1198751.48,EX20251123005256
2025-11-22,OMEGA_BROKING,CL397048,INFY,BUY,2,802.43,1604.86,EX20251122005257
2025-11-22,BETA_INVEST,CL783373,ICICIBANK,SELL,404,826.93,334079.72,EX20251122005258
2025-11-20,ALPHA_SEC,CL439569,KOTAKBANK,BUY,453,780.58,353602.74,EX20251120005259
2025-11-24,BETA_INVEST,CL563298,SBIN,SELL,3,2817.5,8452.5,EX20251124005260
2025-11-20,BETA_INVEST,CL606758,ICICIBANK,BUY,154,2005.2,308800.8,EX20251120005261
2025-11-21,DELTA_TRADES,CL682734,ICICIBANK,SELL,451,2804.15,1264671.65,EX20251121005262
2025-11-26,DELTA_TRADES,CL235357,TATAMOTORS,SELL,392,1928.66,756034.72,EX20251126005263
2025-11-25,DELTA_TRADES,CL031221,ICICIBANK,SELL,10,461.55,4615.5,EX20251125005264
2025-11-22,BETA_INVEST,CL714643,ICICIBANK,SELL,111,1482.05,164507.55,EX20251122005265
2025-11-21,DELTA_TRADES,CL691210,INFY,BUY,259,2349.37,608486.83,EX20251121005266
2025-11-24,BETA_INVEST,CL734176,KOTAKBANK,BUY,68,1914.7,130199.6,EX20251124005267
2025-11-24,BETA_INVEST,CL712946,INFY,SELL,89,2909.97,258987.33,EX20251124005268
2025-11-23,ALPHA_SEC,CL483572,INFY,BUY,36,788.27,28377.72,EX20251123005269
2025-11-26,DELTA_TRADES,CL948135,INFY,SELL,33,2470.31,81520.23,EX20251126005270
2025-11-24,ALPHA_SEC,CL495812,TATAMOTORS,BUY,411,940.04,386356.44,EX20251124005271
2025-11-20,DELTA_TRADES,CL563117,AXISBANK,SELL,426,2226.01,948280.26,EX20251120005272
2025-11-26,ALPHA_SEC,CL040655,LT,SELL,28,2844.74,79652.72,EX20251126005273
2025-11-22,ALPHA_SEC,CL058846,ITC,SELL,478,699.13,334184.14,EX20251122005274
2025-11-20,ALPHA_SEC,CL581316,AXISBANK,BUY,83,349.02,28968.66,EX20251120005275
2025-11-26,BETA_INVEST,CL413144,HDFC,BUY,405,-545.03,-220737.15,EX20251126005276
2025-11-24,ALPHA_SEC,CL537956,ITC,BUY,362,2103.98,761640.76,EX20251124005277
2025-11-23,DELTA_TRADES,CL560125,ITC,SELL,106,2617.2,277423.2,EX20251123005278
2025-11-22,DELTA_TRADES,CL531998,AXISBANK,BUY,500,1213.03,606515.0,EX20251122005279
2025-11-22,ALPHA_SEC,CL726018,ICICIBANK,SELL,72,2356.43,169662.96,EX20251122005280
2025-11-25,ALPHA_SEC,CL715643,SBIN,SELL,137,2896.18,396776.66,EX20251125005281
2025-11-25,OMEGA_BROKING,CL184018,HDFC,BUY,314,878.02,275698.28,EX20251125005282
2025-11-22,BETA_INVEST,CL955083,ITC,SELL,30,472.46,14173.8,EX20251122005283
2025-11-24,BETA_INVEST,CL193469,ICICIBANK,BUY,197,492.3,96983.1,EX20251124005284
2025-11-21,ALPHA_SEC,CL206053,LT,BUY,316,1975.04,624112.64,EX20251121005285
2025-11-21,BETA_INVEST,CL496152,TATAMOTORS,SELL,214,535.6,114618.4,EX20251121005286
2025-11-23,BETA_INVEST,CL666497,HDFC,SELL,376,1437.48,540492.48,EX20251123005287
2025-11-22,DELTA_TRADES,CL359359,TATAMOTORS,SELL,243,2747.94,667749.42,EX20251122005288
2025-11-20,ALPHA_SEC,CL930325,SBIN,SELL,25,2864.47,71611.75,EX20251120005289
2025-11-24,OMEGA_BROKING,CL613271,AXISBANK,BUY,171,1183.46,202371.66,EX20251124005290
2025-11-26,ALPHA_SEC,CL424823,RELIANCE,SELL,64,771.0,49344.0,EX20251126005291
2025-11-25,OMEGA_BROKING,CL077529,LT,SELL,230,1692.79,389341.7,EX20251125005292
2025-11-22,BETA_INVEST,CL503785,KOTAKBANK,BUY,228,2563.81,584548.68,EX20251122005293
2025-11-26,BETA_INVEST,CL759388,INFY,BUY,294,469.33,137983.02,EX20251126005294
2025-11-22,BETA_INVEST,CL541763,ICICIBANK,BUY,200,1674.25,334850.0,EX20251122005295
2025-11-29,ALPHA_SEC,CL251618,TATAMOTORS,SELL,182,2943.52,535720.64,EX20251129005296
2025-11-23,DELTA_TRADES,CL131633,KOTAKBANK,SELL,71,638.47,45331.37,EX20251123005297
