DP_Client_ID,ISIN_Code,Security_Desc,Holding,Pledge_Qty,MktPrice,HoldingValue
CL433250,INE237A01028,KOTAK MAHINDRA BNK,1122,0,2390.18,2681781.96
CL213369,INE062A01020,STATE BANK OF INDIA,1972,0,2848.09,5616433.48
CL612233,INE062A01020,STATE BANK OF INDIA,1856,0,1461.49,2712525.44
CL874325,INE001A01036,HDFC BNK LTD,1155,0,1868.47,2158082.85
CL613795,INE237A01028,KOTAK MAHINDRA BANK,497,0,2356.72,1171289.84
CL313375,INE090A01021,ICICI BANK LTD,332,0,1472.41,488840.12
CL765555,INE154A01025,ITC LTD EQ,1283,0,2925.67,3753634.61
CL503833,INE154A01025,ITC LTD EQ,700,0,2416.79,1691753.0
CL931292,INE062A01020,STATE BANK OF INDIA,162,122,1298.15,210300.3
CL488543,INE155A01022,TATA MOTORS LTD,317,169,839.65,266169.05
CL512149,INE238A01026,AXIS BANK LTD EQ,506,0,2402.1,1215462.6
CL812360,INE009A01021,INFOSYS LTD,1686,0,2965.92,5000541.12
CL062004,INE062A01020,STATE BANK OF INDIA,3072,0,2414.63,7417743.36
CL818516,INE238A01026,AXIS BANK LTD EQ,143,0,2067.47,295648.21
CL233674,INE237A01028,KOTAK MAHINDRA BANK,2133,0,2309.64,4926462.12
CL697267,INE002A01018,RELIANCE INDS LTD EQ,2952,0,2210.77,6526193.04
CL361155,INE155A01022,TATA MOTORS LTD,2098,0,2795.29,5864518.42
CL723193,INE090A01021,ICICI BNK LTD,739,0,1076.19,795304.41
CL971869,INE018A01030,LARSEN AND TOUBRO,3385,0,1302.35,4408454.75
CL372379,INE238A01026,AXIS BANK LTD EQ,3420,0,241.36,825451.2
CL139591,INE018A01030,LARSEN AND TOUBRO,1925,146,2836.67,5460589.75
CL724367,INE154A01025,ITC LTD EQ,1181,0,1929.15,2278326.15
CL549982,INE018A01030,LARSEN AND TOUBRO,2718,0,2588.96,7036793.28
CL756814,INE238A01026,AXIS BANK LTD EQ,1701,0,897.48,1526613.48
CL777588,INE090A01021,ICICI BANK LTD,1993,496,2417.6,4818276.8
CL424069,INE237A01028,KOTAK MAHINDRA BNK,826,0,2940.75,2429059.5
CL455905,INE062A01020,STATE BANK OF INDIA,2546,0,642.5,1635805.0
CL802334,INE002A01018,RELIANCE INDS LTD EQ,353,0,2529.21,892811.13
CL351735,INE062A01020,STATE BANK OF INDIA,1107,0,2440.09,2701179.63
CL756365,INE154A01025,ITC LTD EQ,1739,0,2075.78,3609781.42
CL929832,INE155A01022,TATA MOTORS LTD,2544,0,2880.75,7328628.0
CL057051,INE001A01036,HDFC BANK LTD DVR,3268,0,1570.43,5132165.24
CL172544,INE009A01021,INFOSYS LTD DVR,1221,0,849.88,1037703.48
CL853867,INE090A01021,ICICI BANK LTD,1589,499,1794.53,2851508.17
CL516152,INE001A01036,HDFC BANK LTD,1856,0,2559.09,4749671.04
CL691812,INE018A01030,LARSEN AND TOUBRO,2263,213,151.55,342957.65
CL488892,INE155A01022,TATA MOTORS LTD,2367,0,1930.63,4569801.21
CL428592,INE009A01021,INFOSYS LTD,511,0,2059.91,1052614.01
CL738491,INE062A01020,STATE BANK OF INDIA,1025,0,1039.32,1065303.0
CL365398,INE090A01021,ICICI BANK LTD,979,0,745.14,729492.06
CL929040,INE009A01021,INFOSYS LTD,3104,0,1468.38,4557851.52
CL575655,INE238A01026,AXIS BANK LTD EQ,3185,0,2997.59,9547324.15
CL801107,INE001A01036,HDFC BANK LTD DVR,3352,0,351.95,1179736.4
CL115854,INE062A01020,STATE BANK OF INDIA,2245,0,824.33,1850620.85
CL957891,INE155A01022,TATA MOTORS LTD,2036,45,2371.97,4829330.92
CL775555,INE237A01028,KOTAK MAHINDRA BANK,1209,9,1507.36,1822398.24
CL233078,INE090A01021,ICICI BANK LTD,2668,0,2232.41,5956069.88
CL173783,INE062A01020,STATE BANK OF INDIA,2601,0,368.48,958416.48
CL269179,INE238A01026,AXIS BANK LTD EQ,567,0,2965.04,1681177.68
CL020598,INE009A01021,INFOSYS LTD,2329,0,2420.56,5637484.24
CL076610,INE062A01020,STATE BANK OF INDIA,440,0,1344.17,591434.8
CL595991,INE090A01021,ICICI BANK LTD,115,0,775.33,89162.95
CL855601,INE018A01030,LARSEN AND TOUBRO,364,0,531.76,193560.64
CL926845,INE238A01026,AXIS BNK LTD EQ,2766,0,202.82,561000.12
CL579586,INE238A01026,AXIS BANK LTD EQ,979,0,730.04,714709.16
CL129049,INE002A01018,RELIANCE INDS LTD EQ,2265,0,846.08,1916371.2
CL861779,INE238A01026,AXIS BANK LTD EQ,2986,0,2263.8,6759706.8
CL904738,INE155A01022,TATA MOTORS LTD,209,0,2068.87,432393.83
CL830857,INE001A01036,HDFC BANK LTD,1832,0,166.99,305925.68
CL517696,INE237A01028,KOTAK MAHINDRA BANK,1253,0,1232.56,1544397.68
CL486699,INE154A01025,ITC LTD EQ,386,0,2088.69,806234.34
CL424579,INE155A01022,TATA MOTORS LTD,859,0,954.92,820276.28
CL699689,INE018A01030,LARSEN AND TOUBRO,3315,0,2647.18,8775401.7
CL322409,INE002A01018,RELIANCE INDS LTD EQ,2192,0,1051.86,2305677.12
CL175494,INE237A01028,KOTAK MAHINDRA BANK,3190,0,1108.06,3534711.4
CL687886,INE009A01021,INFOSYS LTD,1935,0,1100.26,2129003.1
CL029097,INE237A01028,KOTAK MAHINDRA BANK,2101,0,2682.01,5634903.01
CL290705,INE238A01026,AXIS BANK LTD EQ,2557,0,2386.17,6101436.69
CL071292,INE238A01026,AXIS BANK LTD EQ,1807,0,2190.53,3958287.71
CL125808,INE009A01021,INFOSYS LTD,1311,0,2984.34,3912469.74
CL360089,INE238A01026,AXIS BANK LTD EQ,1723,0,120.23,207156.29
CL599679,INE090A01021,ICICI BANK LTD,1652,0,1759.56,2906793.12
CL212900,INE001A01036,HDFC BANK LTD,203,0,1108.55,225035.65
CL815981,INE238A01026,AXIS BANK LTD EQ,2031,0,2877.45,5844100.95
CL565583,INE018A01030,LARSEN AND TOUBRO,41,0,344.73,14133.93
CL392453,INE009A01021,INFOSYS LTD,2191,0,1269.16,2780729.56
CL779133,INE062A01020,STATE BANK OF INDIA,2500,242,1558.36,3895900.0
CL631097,INE154A01025,ITC LTD EQ,314,0,1635.94,513685.16
CL124634,INE018A01030,LARSEN AND TOUBRO,809,0,2548.94,2062092.46
CL579088,INE155A01022,TATA MOTORS LTD,3276,0,868.04,2843699.04
CL220993,INE062A01020,STATE BANK OF INDIA,2227,0,2238.09,4984226.43
CL636271,INE090A01021,ICICI BANK LTD,2299,144,2148.57,4939562.43
CL367474,INE001A01036,HDFC BANK LTD,1227,0,2396.14,2940063.78
CL898494,INE237A01028,KOTAK MAHINDRA BANK,2395,109,2566.76,6147390.2
CL869253,INE009A01021,INFOSYS LTD,2889,0,2020.5,5837224.5
CL901110,INE154A01025,ITC LTD EQ,2388,0,1871.18,4468377.84
CL495458,INE018A01030,LARSEN AND TOUBRO,2479,0,2581.44,6399389.76
CL294812,INE154A01025,ITC LTD EQ,3233,0,499.56,1615077.48
CL662740,INE001A01036,HDFC BANK LTD DVR,1237,0,975.33,1206483.21
CL135142,INE154A01025,ITC LTD DVR EQ,3399,0,1236.73,4203645.27
CL561722,INE238A01026,AXIS BANK LTD EQ,1272,0,1513.27,1924879.44
CL488315,INE155A01022,TATA MOTORS LTD,1015,0,1943.25,1972398.75
CL041439,INE001A01036,HDFC BANK LTD,3268,500,2944.81,9623639.08
CL758328,INE238A01026,AXIS BANK LTD EQ,2251,0,1195.63,2691363.13
CL175424,INE238A01026,AXIS BANK LTD EQ,2583,0,2756.17,7119187.11
CL302283,INE238A01026,AXIS BANK LTD EQ,379,0,2287.53,866973.87
CL307368,INE009A01021,INFOSYS LTD,2667,0,2781.7,7418793.9
CL200283,INE090A01021,ICICI BANK LTD,404,0,2317.65,936330.6
CL908614,INE155A01022,TATA MOTORS LTD,2469,66,2832.48,6993393.12
CL749802,INE009A01021,INFOSYS LTD,1344,0,2324.79,3124517.76
CL738982,INE154A01025,ITC LTD EQ,1286,0,1426.77,1834826.22
CL958121,INE009A01021,INFOSYS LTD,1455,0,1507.04,2192743.2
CL953336,INE090A01021,ICICI BANK LTD,1023,0,1733.3,1773165.9
CL200204,INE237A01028,KOTAK MAHINDRA BANK,2381,391,412.65,982519.65
CL515983,INE062A01020,STATE BANK OF INDIA,1306,386,215.28,281155.68
CL299720,INE238A01026,AXIS BANK LTD EQ,1066,0,440.17,469221.22
CL524501,INE009A01021,INFOSYS LTD,3043,0,508.58,1547608.94
CL661596,INE155A01022,TATA MOTORS LTD,1051,0,1168.64,1228240.64
CL689611,INE062A01020,STATE BANK OF INDIA,2087,0,522.28,1089998.36
CL638180,INE062A01020,STATE BANK OF INDIA,1296,0,1250.08,1620103.68
CL514952,INE001A01036,HDFC BANK LTD,2147,293,883.22,1896273.34
CL632896,INE155A01022,TATA MOTORS LTD,3366,0,2966.15,9984060.9
CL529765,INE001A01036,HDFC BANK LTD,283,0,497.89,140902.87
CL257486,INE090A01021,ICICI BANK LTD,2734,226,2820.71,7711821.14
CL902004,INE018A01030,LARSEN AND TOUBRO,1640,0,2923.51,4794556.4
CL930318,INE090A01021,ICICI BANK LTD,2210,339,2359.29,5214030.9
CL767482,INE062A01020,STATE BANK OF INDIA,530,0,2718.77,1440948.1
CL439096,INE002A01018,RELIANCE INDS LTD EQ,1459,0,1980.34,2889316.06
CL055387,INE018A01030,LARSEN AND TOUBRO,934,0,2947.15,2752638.1
CL770670,INE018A01030,LARSEN AND TOUBRO,2919,0,1832.93,5350322.67
CL585963,INE018A01030,LARSEN AND TOUBRO,1012,0,2744.9,2777838.8
CL714397,INE018A01030,LARSEN AND TOUBRO,3361,0,1301.31,4373702.91
CL983442,INE237A01028,KOTAK MAHINDRA BANK,967,0,426.98,412889.66
CL747342,INE062A01020,STATE BANK OF INDIA,1006,88,263.08,264658.48
CL408552,INE062A01020,STATE BANK OF INDIA,67,0,2282.5,152927.5
CL772595,INE018A01030,LARSEN AND TOUBRO,724,0,355.62,257468.88
CL182596,INE237A01028,KOTAK MAHINDRA BNK,2055,0,995.22,2045177.1
CL112872,INE062A01020,STATE BANK OF INDIA,2290,0,1247.04,2855721.6
CL992651,INE018A01030,LARSEN AND TOUBRO,1690,0,2137.21,3611884.9
CL637006,INE001A01036,HDFC BANK LTD,873,263,2118.2,1849188.6
CL397881,INE154A01025,ITC LTD EQ,1287,0,439.48,565610.76
CL958524,INE090A01021,ICICI BANK LTD,3485,0,1880.45,6553368.25
CL170879,INE237A01028,KOTAK MAHINDRA BANK,1474,0,108.9,160518.6
CL227756,INE001A01036,HDFC BANK LTD,3383,0,785.29,2656636.07
CL943644,INE154A01025,ITC LTD EQ,2192,0,1638.29,3591131.68
CL707985,INE154A01025,ITC LTD EQ,3305,0,1147.94,3793941.7
CL823566,INE155A01022,TATA MOTORS LTD,2633,379,886.74,2334786.42
CL736638,INE090A01021,ICICI BANK LTD,2270,0,1118.67,2539380.9
CL271304,INE155A01022,TATA MOTORS LTD,51,0,1350.09,68854.59
CL155937,INE001A01036,HDFC BANK LTD,1096,0,821.1,899925.6
CL863414,INE238A01026,AXIS BANK LTD EQ,2380,0,1243.49,2959506.2
CL205383,INE062A01020,STATE BANK OF INDIA,1,0,2726.44,2726.44
CL123708,INE018A01030,LARSEN AND TOUBRO,2975,0,640.29,1904862.75
CL590232,INE090A01021,ICICI BANK LTD,776,0,2601.42,2018701.92
CL564763,INE155A01022,TATA MOTORS LTD,3037,484,1454.56,4417498.72
CL918306,INE018A01030,LARSEN AND TOUBRO,1806,208,1353.41,2444258.46
CL593419,INE002A01018,RELIANCE INDS LTD EQ,3266,0,1675.6,5472509.6
CL698172,INE001A01036,HDFC BANK LTD,2808,0,2428.24,6818497.92
CL572397,INE009A01021,INFOSYS LTD,660,0,2912.28,1922104.8
CL479793,INE062A01020,STATE BANK OF INDIA,881,0,175.53,154641.93
CL421582,INE009A01021,INFOSYS LTD,1425,0,309.98,441721.5
CL272995,INE237A01028,KOTAK MAHINDRA BANK,1353,0,2826.8,3824660.4
CL785054,INE062A01020,STATE BANK OF INDIA,1813,0,2874.35,5211196.55
CL869861,INE237A01028,KOTAK MAHINDRA BANK,3429,0,1455.6,4991252.4
CL041355,INE238A01026,AXIS BANK LTD EQ,2062,0,744.32,1534787.84
CL887233,INE001A01036,HDFC BANK LTD,1346,264,2591.99,3488818.54
CL261948,INE018A01030,LARSEN AND TOUBRO,3311,0,631.67,2091459.37
CL508392,INE154A01025,ITC LTD DVR EQ,1615,0,219.94,355203.1
CL164294,INE001A01036,HDFC BANK LTD,2789,0,707.1,1972101.9
CL887142,INE238A01026,AXIS BANK LTD EQ,3030,333,2123.12,6433053.6
CL250958,INE001A01036,HDFC BANK LTD,1392,0,1208.05,1681605.6
CL477736,INE155A01022,TATA MOTORS LTD,266,0,2013.32,535543.12
CL109590,INE002A01018,RELIANCE INDS LTD EQ,626,0,1152.26,721314.76
CL166805,INE154A01025,ITC LTD EQ,459,0,1067.48,489973.32
CL801655,INE154A01025,ITC LTD EQ,1496,0,2481.59,3712458.64
CL645234,INE154A01025,ITC LTD EQ,3336,0,2452.44,8181339.84
CL457281,INE155A01022,TATA MOTORS LTD DVR,2687,0,2191.65,5888963.55
CL279634,INE238A01026,AXIS BANK LTD EQ,3372,0,2972.08,10021853.76
CL903562,INE154A01025,ITC LTD EQ,2988,0,2618.81,7825004.28
CL149003,INE018A01030,LARSEN AND TOUBRO,1667,0,1008.77,1681619.59
CL928567,INE238A01026,AXIS BANK LTD EQ,395,0,2312.4,913398.0
CL679449,INE018A01030,LARSEN AND TOUBRO,1258,0,2843.6,3577248.8
CL843023,INE001A01036,HDFC BANK LTD,763,0,1857.58,1417333.54
CL491620,INE009A01021,INFOSYS LTD,507,0,2791.85,1415467.95
CL698649,INE002A01018,RELIANCE INDS LTD EQ,432,231,1163.46,502614.72
CL723855,INE009A01021,INFOSYS LTD,2207,0,1669.47,3684520.29
CL179236,INE009A01021,INFOSYS LTD,2607,400,970.84,2530979.88
CL171141,INE062A01020,STATE BANK OF INDIA,138,0,2692.15,371516.7
CL856731,INE062A01020,STATE BANK OF INDIA,3280,0,1606.54,5269451.2
CL092633,INE062A01020,STATE BANK OF INDIA,2729,0,203.97,556634.13
CL001443,INE154A01025,ITC LTD EQ,1661,0,1223.95,2032980.95
CL290754,INE062A01020,STATE BANK OF INDIA,1269,0,326.1,413820.9
CL292449,INE062A01020,STATE BANK OF INDIA,1160,0,2019.7,2342852.0
CL312691,INE237A01028,KOTAK MAHINDRA BANK,1642,0,327.21,537278.82
CL355989,INE154A01025,ITC LTD EQ,2763,0,1223.4,3380254.2
CL387375,INE001A01036,HDFC BANK LTD,405,98,1548.97,627332.85
CL906418,INE090A01021,ICICI BANK LTD,794,0,2144.76,1702939.44
CL916942,INE009A01021,INFOSYS LTD,1439,0,2153.19,3098440.41
CL023816,INE154A01025,ITC LTD EQ,583,0,330.66,192774.78
CL320871,INE154A01025,ITC LTD EQ,1993,430,2814.83,5609956.19
CL306663,INE237A01028,KOTAK MAHINDRA BANK,3211,0,612.91,1968054.01
CL404060,INE237A01028,KOTAK MAHINDRA BANK,2435,483,693.69,1689135.15
CL542179,INE155A01022,TATA MOTORS LTD,108,0,1372.1,148186.8
CL018505,INE002A01018,RELIANCE INDS LTD EQ,1133,0,2991.96,3389890.68
CL283779,INE002A01018,RELIANCE INDS LTD EQ,1808,0,2141.08,3871072.64
CL460933,INE002A01018,RELIANCE INDS LTD EQ,1791,222,856.44,1533884.04
CL075906,INE001A01036,HDFC BANK LTD,1705,0,1491.44,2542905.2
CL758912,INE002A01018,RELIANCE INDS LTD DVR EQ,3427,0,143.57,492014.39
CL980132,INE090A01021,ICICI BANK LTD,1913,0,2946.45,5636558.85
CL392431,INE009A01021,INFOSYS LTD,1080,0,1556.26,1680760.8
CL017384,INE237A01028,KOTAK MAHINDRA BNK,533,0,969.62,516807.46
CL844081,INE090A01021,ICICI BANK LTD,2166,272,2024.23,4384482.18
CL729811,INE238A01026,AXIS BANK LTD DVR EQ,1581,0,1072.29,1695290.49
CL920814,INE002A01018,RELIANCE INDS LTD EQ,1028,0,1157.59,1190002.52
CL756042,INE238A01026,AXIS BANK LTD EQ,3338,452,2340.12,7811320.56
CL156195,INE155A01022,TATA MOTORS LTD,1057,0,2345.05,2478717.85
CL506658,INE062A01020,STATE BANK OF INDIA,1098,0,1811.62,1989158.76
CL199281,INE154A01025,ITC LTD DVR EQ,3073,404,532.28,1635696.44
CL832780,INE238A01026,AXIS BANK LTD EQ,2719,0,1558.26,4236908.94
CL048130,INE238A01026,AXIS BANK LTD EQ,1849,0,1044.48,1931243.52
CL988824,INE001A01036,HDFC BANK LTD DVR,2238,0,334.5,748611.0
CL146687,INE002A01018,RELIANCE INDS LTD EQ,966,0,1536.77,1484519.82
CL974857,INE090A01021,ICICI BANK LTD DVR,1336,0,1800.13,2404973.68
CL795712,INE155A01022,TATA MOTORS LTD,2471,0,2476.25,6118813.75
CL391733,INE090A01021,ICICI BANK LTD,557,0,179.72,100104.04
CL437789,INE090A01021,ICICI BANK LTD,2495,0,2000.26,4990648.7
CL288653,INE001A01036,HDFC BANK LTD,3284,0,900.68,2957833.12
CL934024,INE009A01021,INFOSYS LTD,611,149,2446.08,1494554.88
CL249915,INE237A01028,KOTAK MAHINDRA BANK,384,0,1649.34,633346.56
CL886132,INE009A01021,INFOSYS LTD,52,44,789.19,41037.88
CL291932,INE062A01020,STATE BANK OF INDIA,3193,0,688.24,2197550.32
CL302084,INE238A01026,AXIS BANK LTD EQ,622,0,1541.6,958875.2
CL597775,INE018A01030,LARSEN AND TOUBRO,1539,12,2117.37,3258632.43
CL295963,INE062A01020,STATE BANK OF INDIA,1921,0,997.64,1916466.44
CL475815,INE154A01025,ITC LTD DVR EQ,487,0,853.59,415698.33
CL379914,INE155A01022,TATA MOTORS LTD,1470,0,2833.15,4164730.5
CL979918,INE062A01020,STATE BANK OF INDIA,87,0,1018.35,88596.45
CL210725,INE237A01028,KOTAK MAHINDRA BNK,3122,445,634.13,1979753.86
CL021355,INE009A01021,INFOSYS LTD,3433,0,693.09,2379377.97
CL421111,INE154A01025,ITC LTD EQ,907,0,1605.96,1456605.72
CL925764,INE062A01020,STATE BANK OF INDIA,1091,0,2590.22,2825930.02
CL558207,INE001A01036,HDFC BANK LTD,1823,0,1450.3,2643896.9
CL155875,INE090A01021,ICICI BNK LTD,3315,34,857.8,2843607.0
CL467252,INE009A01021,INFOSYS LTD,2259,0,1047.27,2365782.93
CL504137,INE090A01021,ICICI BANK LTD DVR,2178,0,1055.78,2299488.84
CL640721,INE090A01021,ICICI BANK LTD,387,0,1918.47,742447.89
CL275078,INE155A01022,TATA MOTORS LTD,2113,0,2530.13,5346164.69
CL707892,INE155A01022,TATA MOTORS LTD,547,0,629.15,344145.05
CL105624,INE090A01021,ICICI BANK LTD,930,0,1322.95,1230343.5
CL813691,INE238A01026,AXIS BANK LTD EQ,257,0,1020.88,262366.16
CL109194,INE062A01020,STATE BANK OF INDIA,2525,0,2896.74,7314268.5
CL111945,INE155A01022,TATA MOTORS LTD,2155,0,2062.21,4444062.55
CL428742,INE238A01026,AXIS BANK LTD EQ,2966,0,2894.14,8584019.24
CL702461,INE009A01021,INFOSYS LTD,1422,0,2019.49,2871714.78
CL450455,INE090A01021,ICICI BANK LTD,1053,0,2574.11,2710537.83
CL870571,INE237A01028,KOTAK MAHINDRA BNK,2331,0,1738.91,4053399.21
CL247424,INE238A01026,AXIS BANK LTD EQ,471,0,1743.94,821395.74
CL502370,INE018A01030,LARSEN AND TOUBRO,234,0,155.92,36485.28
CL123767,INE237A01028,KOTAK MAHINDRA BANK,2410,0,130.34,314119.4
CL657063,INE237A01028,KOTAK MAHINDRA BANK,1124,0,2153.37,2420387.88
CL198627,INE009A01021,INFOSYS LTD,1265,478,2302.39,2912523.35
CL495980,INE002A01018,RELIANCE INDS LTD EQ,1833,300,1550.8,2842616.4
CL818965,INE237A01028,KOTAK MAHINDRA BANK,176,0,2490.93,438403.68
CL771559,INE001A01036,HDFC BANK LTD DVR,1313,0,1323.7,1738018.1
CL470854,INE001A01036,HDFC BANK LTD,1035,0,1520.15,1573355.25
CL316846,INE237A01028,KOTAK MAHINDRA BANK,3038,0,2796.38,8495402.44
CL281062,INE009A01021,INFOSYS LTD,646,0,532.63,344078.98
CL625191,INE237A01028,KOTAK MAHINDRA BANK,961,0,1995.85,1918011.85
CL457737,INE238A01026,AXIS BANK LTD EQ,1701,0,2257.84,3840585.84
CL495118,INE155A01022,TATA MOTORS LTD,1584,221,2291.83,3630258.72
CL950853,INE018A01030,LARSEN AND TOUBRO,1986,0,222.72,442321.92
CL230583,INE001A01036,HDFC BANK LTD,1432,0,1465.21,2098180.72
CL387372,INE154A01025,ITC LTD EQ,135,0,444.64,60026.4
CL623076,INE062A01020,STATE BANK OF INDIA,3276,0,1554.88,5093786.88
CL760345,INE155A01022,TATA MOTORS LTD,485,37,272.32,132075.2
CL449984,INE001A01036,HDFC BANK LTD,2099,339,109.9,230680.1
CL752142,INE002A01018,RELIANCE INDS LTD EQ,1801,0,249.47,449295.47
CL873620,INE237A01028,KOTAK MAHINDRA BANK,1087,420,1702.45,1850563.15
CL019605,INE001A01036,HDFC BANK LTD,263,0,1240.86,326346.18
CL221150,INE018A01030,LARSEN AND TOUBRO,1682,0,786.8,1323397.6
CL068708,INE009A01021,INFOSYS LTD,3329,0,1045.21,3479504.09
CL811319,INE002A01018,RELIANCE INDS LTD EQ,3442,0,2781.25,9573062.5
CL375738,INE009A01021,INFOSYS LTD,2876,356,1758.67,5057934.92
CL595185,INE001A01036,HDFC BANK LTD,3185,0,941.34,2998167.9
CL603520,INE090A01021,ICICI BANK LTD,2557,0,393.29,1005642.53
CL177817,INE062A01020,STATE BNK OF INDIA,2709,0,1808.05,4898007.45
CL864067,INE018A01030,LARSEN AND TOUBRO,532,0,502.83,267505.56
CL408751,INE090A01021,ICICI BANK LTD DVR,1471,0,2509.7,3691768.7
CL516554,INE154A01025,ITC LTD EQ,873,0,1708.1,1491171.3
CL846106,INE154A01025,ITC LTD EQ,31,0,1035.93,32113.83
CL936361,INE018A01030,LARSEN AND TOUBRO,1884,0,1886.09,3553393.56
CL821008,INE009A01021,INFOSYS LTD,2288,0,1158.73,2651174.24
CL467695,INE009A01021,INFOSYS LTD,664,0,287.63,190986.32
CL524798,INE090A01021,ICICI BANK LTD,14,1,2284.36,31981.04
CL781155,INE090A01021,ICICI BANK LTD,2943,0,2759.35,8120767.05
CL566671,INE001A01036,HDFC BANK LTD,2711,0,2165.21,5869884.31
CL068194,INE238A01026,AXIS BANK LTD EQ,489,263,1793.84,877187.76
CL217594,INE002A01018,RELIANCE INDS LTD EQ,717,0,405.91,291037.47
CL383291,INE001A01036,HDFC BANK LTD,1107,0,282.12,312306.84
CL494785,INE154A01025,ITC LTD EQ,174,0,2506.22,436082.28
CL525149,INE001A01036,HDFC BANK LTD,3138,0,1063.83,3338298.54
CL383944,INE002A01018,RELIANCE INDS LTD EQ,1920,0,1038.78,1994457.6
CL665414,INE062A01020,STATE BANK OF INDIA,938,0,2263.46,2123125.48
CL163065,INE009A01021,INFOSYS LTD,256,0,1600.52,409733.12
CL637472,INE018A01030,LARSEN AND TOUBRO,512,346,1428.57,731427.84
CL971673,INE002A01018,RELIANCE INDS LTD EQ,3327,0,2814.88,9365105.76
CL461268,INE155A01022,TATA MOTORS LTD,1033,0,1509.28,1559086.24
CL193171,INE001A01036,HDFC BANK LTD,376,0,2657.77,999321.52
CL649233,INE009A01021,INFOSYS LTD,47,0,2770.61,130218.67
CL656798,INE155A01022,TATA MOTORS LTD,2839,0,2501.0,7100339.0
CL079220,INE090A01021,ICICI BANK LTD,1217,0,2889.08,3516010.36
CL724204,INE154A01025,ITC LTD DVR EQ,1868,0,1810.41,3381845.88
CL880513,INE154A01025,ITC LTD EQ,3471,0,1967.89,6830546.19
CL121886,INE009A01021,INFOSYS LTD,2954,420,1962.4,5796929.6
CL484014,INE009A01021,INFOSYS LTD,2306,0,2337.41,5390067.46
CL779355,INE018A01030,LARSEN AND TOUBRO,1304,0,1622.34,2115531.36
CL416470,INE009A01021,INFOSYS LTD,1171,0,2265.59,2653005.89
CL758674,INE062A01020,STATE BANK OF INDIA,2203,393,344.99,760012.97
CL422860,INE001A01036,HDFC BANK LTD,2612,0,1705.25,4454113.0
CL344870,INE002A01018,RELIANCE INDS LTD EQ,410,0,2987.59,1224911.9
CL132248,INE001A01036,HDFC BANK LTD,2925,0,2324.28,6798519.0
CL999272,INE238A01026,AXIS BANK LTD EQ,1463,276,2179.08,3187994.04
CL286869,INE062A01020,STATE BANK OF INDIA,1206,0,2412.19,2909101.14
CL963805,INE001A01036,HDFC BANK LTD,2568,0,2741.97,7041378.96
CL360048,INE237A01028,KOTAK MAHINDRA BANK,100,0,1068.64,106864.0
CL559522,INE090A01021,ICICI BANK LTD,2977,1,2103.3,6261524.1
CL132878,INE009A01021,INFOSYS LTD,422,0,2927.71,1235493.62
CL774869,INE002A01018,RELIANCE INDS LTD EQ,3079,0,2474.22,7618123.38
CL928694,INE009A01021,INFOSYS LTD,1354,0,2099.8,2843129.2
CL744872,INE018A01030,LARSEN AND TOUBRO,524,0,1408.86,738242.64
CL753060,INE154A01025,ITC LTD EQ,2709,43,2709.79,7340821.11
CL044132,INE237A01028,KOTAK MAHINDRA BANK,1167,0,2783.48,3248321.16
CL332496,INE001A01036,HDFC BANK LTD,1336,0,1248.0,1667328.0
CL179825,INE009A01021,INFOSYS LTD,3262,0,2202.15,7183413.3
CL484281,INE062A01020,STATE BANK OF INDIA,2515,0,2639.07,6637261.05
CL991042,INE062A01020,STATE BANK OF INDIA,2173,0,2086.6,4534181.8
CL647137,INE009A01021,INFOSYS LTD,1877,0,1408.44,2643641.88
CL148306,INE090A01021,ICICI BANK LTD,525,0,2329.99,1223244.75
CL756225,INE001A01036,HDFC BANK LTD,3419,0,2453.03,8386909.57
CL789786,INE238A01026,AXIS BANK LTD EQ,487,0,2490.09,1212673.83
CL158123,INE062A01020,STATE BANK OF INDIA,334,0,778.0,259852.0
CL591378,INE062A01020,STATE BANK OF INDIA,7,0,633.31,4433.17
CL831367,INE009A01021,INFOSYS LTD,421,249,301.95,127120.95
CL810240,INE001A01036,HDFC BANK LTD DVR,2152,0,1516.73,3264002.96
CL116209,INE009A01021,INFOSYS LTD,1834,0,2588.84,4747932.56
CL080014,INE237A01028,KOTAK MAHINDRA BNK,2888,0,2763.08,7979775.04
CL684394,INE237A01028,KOTAK MAHINDRA BANK,284,0,1224.36,347718.24
CL423310,INE237A01028,KOTAK MAHINDRA BANK,723,458,2028.8,1466822.4
CL930683,INE002A01018,RELIANCE INDS LTD EQ,1573,0,1417.49,2229711.77
CL635750,INE155A01022,TATA MOTORS LTD,675,0,530.81,358296.75
CL387199,INE001A01036,HDFC BANK LTD,1244,0,1635.69,2034798.36
CL273836,INE002A01018,RELIANCE INDS LTD DVR EQ,2577,0,2866.67,7387408.59
CL694278,INE009A01021,INFOSYS LTD,682,0,1671.67,1140078.94
CL446985,INE237A01028,KOTAK MAHINDRA BANK,487,0,599.84,292122.08
CL387833,INE237A01028,KOTAK MAHINDRA BANK,2148,0,2415.24,5187935.52
CL431539,INE002A01018,RELIANCE INDS LTD EQ,3075,0,1950.88,5998956.0
CL668443,INE090A01021,ICICI BANK LTD DVR,1523,0,997.58,1519314.34
CL588219,INE062A01020,STATE BANK OF INDIA,688,152,1160.09,798141.92
CL920376,INE090A01021,ICICI BANK LTD,647,0,894.69,578864.43
