trade_date,broker_code,client,ticker,side,quantity,price,amt
2025-11-21,DELTA_TRADES,CL404390,RELIANCE,SELL,225,894.97,201368.25
2025-11-23,BETA_INVEST,CL930519,KOTAKBANK,BUY,66,665.26,43907.16
2025-11-22,BETA_INVEST,CL505921,RELIANCE,BUY,259,1740.92,450898.28
2025-11-23,OMEGA_BROKING,CL889140,INFY,BUY,299,344.68,103059.32
2025-11-23,BETA_INVEST,CL289922,ICICIBANK,BUY,270,634.12,171212.4
2025-11-25,ALPHA_SEC,CL095943,LT,SELL,80,192.6,15408.0
2025-11-22,BETA_INVEST,CL734835,TATAMOTORS,SELL,218,1290.79,281392.22
2025-11-26,ALPHA_SEC,CL458326,TATAMOTORS,SELL,166,342.49,56853.34
2025-11-22,DELTA_TRADES,CL364654,RELIANCE,BUY,23,687.11,15803.53
2025-11-24,BETA_INVEST,CL999361,AXISBANK,BUY,103,519.48,53506.44
2025-11-26,OMEGA_BROKING,CL398760,TATAMOTORS,SELL,71,2338.25,166015.75
2025-11-24,BETA_INVEST,CL890050,KOTAKBANK,BUY,183,2355.21,431003.43
2025-11-24,OMEGA_BROKING,CL447508,KOTAKBANK,BUY,298,736.88,219590.24
2025-11-25,DELTA_TRADES,CL262546,KOTAKBANK,SELL,199,2186.54,435121.46
2025-11-20,BETA_INVEST,CL233846,TATAMOTORS,BUY,211,1395.93,294541.23
2025-11-26,BETA_INVEST,CL460476,LT,BUY,172,1577.28,271292.16
2025-11-20,DELTA_TRADES,CL618206,KOTAKBANK,SELL,223,721.51,160896.73
2025-11-23,OMEGA_BROKING,CL618671,ICICIBANK,BUY,35,1288.51,45097.85
2025-11-21,OMEGA_BROKING,CL657500,TATAMOTORS,SELL,237,612.78,145228.86
2025-11-21,BETA_INVEST,CL681362,TATAMOTORS,BUY,206,2486.82,512284.92
2025-11-26,ALPHA_SEC,CL314484,ICICIBANK,BUY,97,2281.05,221261.85
2025-11-25,BETA_INVEST,CL965527,LT,SELL,229,1505.35,344725.15
2025-11-25,BETA_INVEST,CL636396,TATAMOTORS,BUY,82,1981.45,162478.9
2025-11-25,DELTA_TRADES,CL607473,LT,SELL,98,1580.23,154862.54
2025-11-25,ALPHA_SEC,CL094130,TATAMOTORS,BUY,36,1576.4,56750.4
2025-11-26,DELTA_TRADES,CL459497,ITC,SELL,155,571.36,88560.8
2025-11-22,ALPHA_SEC,CL905713,ICICIBANK,SELL,235,249.9,58726.5
2025-11-22,OMEGA_BROKING,CL139296,INFY,BUY,153,1702.34,260458.02
2025-11-22,ALPHA_SEC,CL803717,LT,BUY,272,1277.83,347569.76
2025-11-24,OMEGA_BROKING,CL831019,KOTAKBANK,BUY,21,1432.17,30075.57
2025-11-22,ALPHA_SEC,CL193039,KOTAKBANK,BUY,63,166.66,10499.58
2025-11-23,DELTA_TRADES,CL763139,KOTAKBANK,SELL,183,1763.16,322658.28
2025-11-21,BETA_INVEST,CL477094,ITC,SELL,281,1779.13,499935.53
2025-11-23,OMEGA_BROKING,CL178148,ITC,BUY,225,1171.62,263614.5
2025-11-24,BETA_INVEST,CL036517,LT,SELL,8,2445.52,19564.16
2025-11-26,DELTA_TRADES,CL396695,TATAMOTORS,BUY,266,2428.52,645986.32
2025-11-23,OMEGA_BROKING,CL775539,ICICIBANK,BUY,41,2245.71,92074.11
2025-11-21,DELTA_TRADES,CL689889,AXISBANK,BUY,270,583.28,157485.6
2025-11-21,DELTA_TRADES,CL372001,AXISBANK,SELL,217,1575.33,341846.61
2025-11-24,DELTA_TRADES,CL143913,TATAMOTORS,SELL,168,1484.65,249421.2
2025-11-26,OMEGA_BROKING,CL038116,ITC,SELL,12,636.44,7637.28
2025-11-25,OMEGA_BROKING,CL582747,INFY,SELL,52,1717.13,89290.76
2025-11-26,OMEGA_BROKING,CL979564,KOTAKBANK,BUY,40,1889.72,75588.8
2025-11-26,ALPHA_SEC,CL389938,HDFC,BUY,180,126.0,22680.0
2025-11-20,OMEGA_BROKING,CL495788,KOTAKBANK,SELL,166,1234.5,204927.0
2025-11-22,OMEGA_BROKING,CL696870,KOTAKBANK,SELL,189,1071.64,202539.96
2025-11-20,ALPHA_SEC,CL108568,KOTAKBANK,BUY,135,815.35,110072.25
2025-11-26,OMEGA_BROKING,CL341486,ITC,BUY,18,1356.44,24415.92
2025-11-26,BETA_INVEST,CL469757,RELIANCE,BUY,244,2045.72,499155.68
2025-11-25,OMEGA_BROKING,CL381529,RELIANCE,BUY,52,1600.09,83204.68
2025-11-23,BETA_INVEST,CL942657,INFY,BUY,144,1474.14,212276.16
2025-11-25,OMEGA_BROKING,CL403812,INFY,BUY,36,1748.77,62955.72
2025-11-23,BETA_INVEST,CL741993,AXISBANK,BUY,4,781.22,3124.88
2025-11-21,OMEGA_BROKING,CL685365,KOTAKBANK,SELL,177,2089.6,369859.2
2025-11-23,OMEGA_BROKING,CL342637,HDFC,SELL,205,1555.37,318850.85
2025-11-26,BETA_INVEST,CL269885,TATAMOTORS,SELL,48,1546.32,74223.36
2025-11-26,BETA_INVEST,CL723189,KOTAKBANK,BUY,128,971.89,124401.92
2025-11-26,ALPHA_SEC,CL199774,RELIANCE,BUY,18,867.07,15607.26
2025-11-24,DELTA_TRADES,CL394118,ITC,SELL,300,1779.25,533775.0
2025-11-24,ALPHA_SEC,CL838806,KOTAKBANK,BUY,91,2335.86,212563.26
2025-11-26,DELTA_TRADES,CL050158,INFY,BUY,229,1979.8,453374.2
2025-11-22,DELTA_TRADES,CL713102,KOTAKBANK,SELL,240,258.56,62054.4
2025-11-22,DELTA_TRADES,CL858503,INFY,SELL,36,703.05,25309.8
2025-11-26,BETA_INVEST,CL435140,RELIANCE,BUY,122,639.51,78020.22
2025-11-26,OMEGA_BROKING,CL421998,LT,BUY,264,1420.92,375122.88
2025-11-21,BETA_INVEST,CL893107,LT,SELL,185,1730.75,320188.75
2025-11-25,ALPHA_SEC,CL247630,AXISBANK,BUY,160,230.35,36856.0
2025-11-21,OMEGA_BROKING,CL818539,KOTAKBANK,BUY,177,2471.05,437375.85
2025-11-25,DELTA_TRADES,CL324370,ITC,SELL,300,1299.91,389973.0
2025-11-22,DELTA_TRADES,CL277224,SBIN,BUY,242,2287.61,553601.62
2025-11-23,OMEGA_BROKING,CL536962,SBIN,SELL,223,379.5,84628.5
2025-11-24,BETA_INVEST,CL224675,AXISBANK,BUY,175,482.71,84474.25
2025-11-21,BETA_INVEST,CL704680,KOTAKBANK,SELL,83,972.07,80681.81
2025-11-25,DELTA_TRADES,CL930239,HDFC,SELL,175,1784.6,312305.0
2025-11-23,DELTA_TRADES,CL106749,ITC,SELL,129,963.32,124268.28
2025-11-24,DELTA_TRADES,CL982153,TATAMOTORS,SELL,133,249.7,33210.1
2025-11-22,ALPHA_SEC,CL717252,LT,BUY,57,2029.57,115685.49
2025-11-23,DELTA_TRADES,CL502527,INFY,BUY,49,1459.43,71512.07
2025-11-20,ALPHA_SEC,CL745560,KOTAKBANK,BUY,58,1511.59,87672.22
2025-11-24,BETA_INVEST,CL593677,AXISBANK,BUY,204,915.96,186855.84
2025-11-24,ALPHA_SEC,CL346584,AXISBANK,SELL,266,869.47,231279.02
2025-11-25,DELTA_TRADES,CL118267,KOTAKBANK,SELL,187,2446.14,457428.18
2025-11-20,ALPHA_SEC,CL299471,ITC,SELL,124,1124.11,139389.64
2025-11-25,BETA_INVEST,CL378199,HDFC,SELL,133,1144.05,152158.65
2025-11-21,DELTA_TRADES,CL035743,ITC,SELL,285,2260.95,644370.75
2025-11-25,DELTA_TRADES,CL912062,HDFC,BUY,29,766.44,22226.76
2025-11-22,ALPHA_SEC,CL675560,ITC,SELL,262,2491.83,652859.46
2025-11-22,BETA_INVEST,CL144915,LT,BUY,80,945.2,75616.0
2025-11-24,ALPHA_SEC,CL696892,LT,SELL,40,1891.45,75658.0
2025-11-24,BETA_INVEST,CL369934,KOTAKBANK,BUY,77,278.98,21481.46
2025-11-23,DELTA_TRADES,CL705824,SBIN,SELL,253,1108.33,280407.49
2025-11-21,DELTA_TRADES,CL939703,AXISBANK,BUY,242,2490.31,602655.02
2025-11-26,BETA_INVEST,CL165969,SBIN,BUY,221,1273.23,281383.83
2025-11-26,ALPHA_SEC,CL643500,AXISBANK,BUY,110,2072.38,227961.8
2025-11-21,ALPHA_SEC,CL600533,KOTAKBANK,SELL,294,561.77,165160.38
2025-11-21,DELTA_TRADES,CL651105,SBIN,SELL,178,2348.44,418022.32
2025-11-20,DELTA_TRADES,CL140812,ICICIBANK,SELL,186,1763.77,328061.22
2025-11-21,DELTA_TRADES,CL967437,HDFC,SELL,266,1893.55,503684.3
2025-11-21,BETA_INVEST,CL161751,LT,BUY,120,2031.8,243816.0
2025-11-25,ALPHA_SEC,CL549437,RELIANCE,BUY,150,418.4,62760.0
2025-11-20,BETA_INVEST,CL420469,INFY,SELL,57,1780.49,101487.93
2025-11-24,OMEGA_BROKING,CL924635,KOTAKBANK,BUY,175,382.23,66890.25
2025-11-20,OMEGA_BROKING,CL674053,KOTAKBANK,SELL,85,354.47,30129.95
2025-11-26,OMEGA_BROKING,CL941632,HDFC,BUY,161,614.62,98953.82
2025-11-21,OMEGA_BROKING,CL690159,ITC,BUY,199,789.24,157058.76
2025-11-21,BETA_INVEST,CL636431,INFY,BUY,207,925.14,191503.98
2025-11-24,BETA_INVEST,CL923843,AXISBANK,SELL,201,1783.72,358527.72
2025-11-23,ALPHA_SEC,CL301824,HDFC,BUY,112,1527.84,171118.08
2025-11-25,OMEGA_BROKING,CL905006,SBIN,SELL,156,1166.12,181914.72
2025-11-24,BETA_INVEST,CL024928,RELIANCE,BUY,134,310.15,41560.1
2025-11-22,ALPHA_SEC,CL234600,HDFC,SELL,204,1536.42,313429.68
2025-11-26,DELTA_TRADES,CL151299,RELIANCE,BUY,25,2230.21,55755.25
2025-11-24,ALPHA_SEC,CL397521,ITC,SELL,197,393.31,77482.07
2025-11-26,DELTA_TRADES,CL544104,SBIN,BUY,279,1393.56,388803.24
2025-11-23,OMEGA_BROKING,CL570740,RELIANCE,SELL,271,233.77,63351.67
2025-11-23,ALPHA_SEC,CL765295,SBIN,BUY,19,340.61,6471.59
2025-11-22,OMEGA_BROKING,CL176197,ITC,BUY,201,1012.34,203480.34
2025-11-24,ALPHA_SEC,CL825110,TATAMOTORS,SELL,134,341.89,45813.26
2025-11-22,DELTA_TRADES,CL891965,AXISBANK,SELL,45,1498.53,67433.85
2025-11-21,BETA_INVEST,CL795515,ITC,SELL,101,733.14,74047.14
2025-11-20,ALPHA_SEC,CL275555,ITC,SELL,96,1029.34,98816.64
2025-11-26,OMEGA_BROKING,CL955470,KOTAKBANK,BUY,178,2208.52,393116.56
2025-11-24,OMEGA_BROKING,CL221959,TATAMOTORS,BUY,95,472.73,44909.35
2025-11-24,ALPHA_SEC,CL349217,INFY,BUY,154,2400.01,369601.54
2025-11-26,DELTA_TRADES,CL697768,ITC,SELL,8,1391.42,11131.36
2025-11-22,ALPHA_SEC,CL606552,TATAMOTORS,SELL,115,729.45,83886.75
2025-11-26,OMEGA_BROKING,CL124816,ICICIBANK,BUY,14,1896.54,26551.56
2025-11-20,ALPHA_SEC,CL536619,LT,BUY,6,128.52,771.12
2025-11-25,OMEGA_BROKING,CL719673,KOTAKBANK,SELL,206,2327.67,479500.02
2025-11-24,BETA_INVEST,CL863313,AXISBANK,SELL,255,257.33,65619.15
2025-11-26,BETA_INVEST,CL450606,AXISBANK,SELL,130,2438.99,317068.7
2025-11-21,OMEGA_BROKING,CL583855,RELIANCE,SELL,214,1295.56,277249.84
2025-11-23,BETA_INVEST,CL354413,KOTAKBANK,BUY,103,1311.55,135089.65
2025-11-21,DELTA_TRADES,CL176200,INFY,BUY,275,1378.3,379032.5
2025-11-26,OMEGA_BROKING,CL208310,ICICIBANK,SELL,111,1000.35,111038.85
2025-11-22,DELTA_TRADES,CL303337,LT,BUY,111,618.45,68647.95
2025-11-20,OMEGA_BROKING,CL448715,HDFC,SELL,296,1588.21,470110.16
2025-11-24,DELTA_TRADES,CL827453,KOTAKBANK,SELL,295,1707.83,503809.85
2025-11-21,DELTA_TRADES,CL603750,ICICIBANK,SELL,241,1632.77,393497.57
2025-11-22,ALPHA_SEC,CL880812,INFY,BUY,291,1761.96,512730.36
2025-11-20,BETA_INVEST,CL905260,KOTAKBANK,SELL,216,714.48,154327.68
2025-11-22,DELTA_TRADES,CL057878,INFY,BUY,202,203.39,41084.78
2025-11-26,ALPHA_SEC,CL703781,AXISBANK,SELL,2,599.02,1198.04
2025-11-22,DELTA_TRADES,CL015296,ITC,SELL,17,1424.8,24221.6
2025-11-26,OMEGA_BROKING,CL059944,KOTAKBANK,BUY,232,2478.67,575051.44
2025-11-21,OMEGA_BROKING,CL931003,SBIN,BUY,263,791.48,208159.24
2025-11-26,BETA_INVEST,CL871871,SBIN,SELL,180,923.12,166161.6
2025-11-25,BETA_INVEST,CL856263,ICICIBANK,SELL,199,1716.39,341561.61
2025-11-20,ALPHA_SEC,CL642975,HDFC,SELL,40,1814.14,72565.6
2025-11-22,DELTA_TRADES,CL193414,SBIN,SELL,192,785.18,150754.56
2025-11-26,DELTA_TRADES,CL216156,KOTAKBANK,SELL,84,196.44,16500.96
2025-11-25,ALPHA_SEC,CL389480,ICICIBANK,SELL,40,2226.94,89077.6
2025-11-22,OMEGA_BROKING,CL700104,INFY,BUY,95,130.04,12353.8
2025-11-24,ALPHA_SEC,CL288410,HDFC,BUY,108,2406.66,259919.28
2025-11-25,OMEGA_BROKING,CL180254,ICICIBANK,BUY,269,759.66,204348.54
2025-11-23,DELTA_TRADES,CL392161,KOTAKBANK,SELL,93,2403.37,223513.41
2025-11-26,ALPHA_SEC,CL448437,TATAMOTORS,BUY,287,544.27,156205.49
2025-11-25,BETA_INVEST,CL950404,RELIANCE,SELL,134,647.05,86704.7
2025-11-23,BETA_INVEST,CL931076,INFY,BUY,250,565.91,141477.5
2025-11-20,OMEGA_BROKING,CL092129,HDFC,BUY,185,416.56,77063.6
2025-11-24,BETA_INVEST,CL494687,KOTAKBANK,SELL,171,537.3,91878.3
2025-11-26,ALPHA_SEC,CL126756,INFY,SELL,177,165.74,29335.98
2025-11-22,BETA_INVEST,CL376477,KOTAKBANK,BUY,106,2214.85,234774.1
2025-11-26,BETA_INVEST,CL824512,SBIN,SELL,174,1195.83,208074.42
2025-11-20,BETA_INVEST,CL112961,LT,SELL,131,1376.61,180335.91
2025-11-22,ALPHA_SEC,CL421766,INFY,BUY,169,2007.24,339223.56
2025-11-26,ALPHA_SEC,CL226464,KOTAKBANK,SELL,49,1656.88,81187.12
2025-11-22,DELTA_TRADES,CL613164,KOTAKBANK,BUY,236,460.25,108619.0
2025-11-21,DELTA_TRADES,CL845204,ICICIBANK,BUY,289,1316.26,380399.14
2025-11-24,OMEGA_BROKING,CL134102,RELIANCE,BUY,7,269.99,1889.93
2025-11-26,BETA_INVEST,CL632898,AXISBANK,SELL,41,2182.0,89462.0
2025-11-22,OMEGA_BROKING,CL254214,SBIN,SELL,224,630.39,141207.36
2025-11-25,ALPHA_SEC,CL482701,HDFC,BUY,89,414.61,36900.29
2025-11-26,BETA_INVEST,CL356606,RELIANCE,BUY,116,1218.03,141291.48
2025-11-23,BETA_INVEST,CL562095,TATAMOTORS,BUY,21,1102.8,23158.8
2025-11-20,BETA_INVEST,CL676766,ICICIBANK,SELL,119,1344.17,159956.23
2025-11-25,OMEGA_BROKING,CL804296,ITC,BUY,279,1923.99,536793.21
2025-11-20,DELTA_TRADES,CL110419,SBIN,BUY,280,2263.02,633645.6
2025-11-26,DELTA_TRADES,CL729540,KOTAKBANK,SELL,279,852.66,237892.14
2025-11-20,ALPHA_SEC,CL539001,SBIN,BUY,230,190.47,43808.1
2025-11-22,DELTA_TRADES,CL352337,INFY,BUY,58,2015.37,116891.46
2025-11-23,BETA_INVEST,CL454832,TATAMOTORS,BUY,101,1947.04,196651.04
2025-11-22,OMEGA_BROKING,CL261890,INFY,SELL,21,807.92,16966.32
2025-11-20,ALPHA_SEC,CL300714,HDFC,SELL,215,1589.57,341757.55
2025-11-24,BETA_INVEST,CL751967,SBIN,SELL,26,783.96,20382.96
2025-11-20,OMEGA_BROKING,CL246303,ITC,BUY,224,2397.89,537127.36
2025-11-22,DELTA_TRADES,CL352711,INFY,SELL,34,1120.92,38111.28
2025-11-24,BETA_INVEST,CL665957,ICICIBANK,SELL,257,769.78,197833.46
2025-11-20,ALPHA_SEC,CL522791,HDFC,BUY,115,1047.57,120470.55
2025-11-24,BETA_INVEST,CL272826,RELIANCE,BUY,66,737.66,48685.56
2025-11-26,ALPHA_SEC,CL533734,AXISBANK,SELL,195,1885.98,367766.1
2025-11-24,BETA_INVEST,CL665214,RELIANCE,SELL,102,1801.33,183735.66
2025-11-26,BETA_INVEST,CL172335,RELIANCE,BUY,206,2477.11,510284.66
2025-11-21,OMEGA_BROKING,CL104801,AXISBANK,SELL,246,1276.57,314036.22
2025-11-20,BETA_INVEST,CL897765,KOTAKBANK,SELL,191,1892.79,361522.89
2025-11-23,OMEGA_BROKING,CL177721,KOTAKBANK,BUY,143,529.11,75662.73
2025-11-26,DELTA_TRADES,CL990933,AXISBANK,SELL,266,1508.59,401284.94
2025-11-24,BETA_INVEST,CL912816,RELIANCE,BUY,146,979.17,142958.82
2025-11-26,BETA_INVEST,CL262028,AXISBANK,BUY,66,1276.44,84245.04
2025-11-20,DELTA_TRADES,CL839464,ICICIBANK,BUY,62,510.52,31652.24
2025-11-24,DELTA_TRADES,CL633000,KOTAKBANK,BUY,245,2090.68,512216.6
2025-11-22,ALPHA_SEC,CL376700,ICICIBANK,BUY,211,2089.3,440842.3
2025-11-20,ALPHA_SEC,CL259494,RELIANCE,SELL,125,2346.09,293261.25
2025-11-23,OMEGA_BROKING,CL100367,ICICIBANK,BUY,175,1311.73,229552.75
2025-11-20,OMEGA_BROKING,CL356991,HDFC,SELL,300,1729.66,518898.0
2025-11-22,BETA_INVEST,CL152427,ITC,BUY,177,1840.05,325688.85
2025-11-20,BETA_INVEST,CL399412,LT,SELL,126,1459.63,183913.38
2025-11-24,ALPHA_SEC,CL834693,ITC,BUY,197,1204.98,237381.06
2025-11-20,DELTA_TRADES,CL209989,KOTAKBANK,BUY,37,2002.74,74101.38
2025-11-21,DELTA_TRADES,CL610182,AXISBANK,SELL,123,1058.36,130178.28
2025-11-25,DELTA_TRADES,CL130405,AXISBANK,SELL,102,2110.23,215243.46
2025-11-26,OMEGA_BROKING,CL297472,SBIN,SELL,246,773.52,190285.92
2025-11-25,ALPHA_SEC,CL119460,TATAMOTORS,SELL,43,2360.87,101517.41
2025-11-20,ALPHA_SEC,CL016882,KOTAKBANK,SELL,16,1241.16,19858.56
2025-11-26,DELTA_TRADES,CL212096,AXISBANK,SELL,203,305.63,62042.89
2025-11-26,ALPHA_SEC,CL012075,SBIN,BUY,262,592.24,155166.88
2025-11-26,OMEGA_BROKING,CL614826,TATAMOTORS,BUY,8,217.27,1738.16
2025-11-24,BETA_INVEST,CL263275,TATAMOTORS,SELL,172,1109.88,190899.36
2025-11-26,ALPHA_SEC,CL759147,SBIN,BUY,111,2008.31,222922.41
2025-11-23,DELTA_TRADES,CL575642,ITC,BUY,279,169.65,47332.35
2025-11-23,OMEGA_BROKING,CL090067,SBIN,SELL,218,2171.84,473461.12
2025-11-26,OMEGA_BROKING,CL858418,TATAMOTORS,SELL,1,2149.97,2149.97
2025-11-25,BETA_INVEST,CL359066,AXISBANK,BUY,282,576.1,162460.2
2025-11-20,BETA_INVEST,CL043617,RELIANCE,BUY,6,2440.81,14644.86
2025-11-24,OMEGA_BROKING,CL200163,INFY,SELL,205,1662.15,340740.75
2025-11-25,BETA_INVEST,CL193554,INFY,SELL,207,1665.45,344748.15
2025-11-24,OMEGA_BROKING,CL883534,RELIANCE,SELL,69,728.71,50280.99
2025-11-21,DELTA_TRADES,CL251512,LT,BUY,111,2193.47,243475.17
2025-11-25,DELTA_TRADES,CL826033,LT,BUY,131,1734.43,227210.33
2025-11-25,ALPHA_SEC,CL136258,ITC,SELL,242,1033.97,250220.74
2025-11-20,BETA_INVEST,CL966814,TATAMOTORS,SELL,14,2339.11,32747.54
2025-11-20,OMEGA_BROKING,CL800558,SBIN,BUY,91,1553.58,141375.78
2025-11-20,ALPHA_SEC,CL989689,AXISBANK,BUY,275,1037.29,285254.75
2025-11-25,ALPHA_SEC,CL778994,HDFC,BUY,37,380.87,14092.19
2025-11-26,OMEGA_BROKING,CL015023,LT,BUY,131,1511.43,197997.33
2025-11-25,BETA_INVEST,CL344563,RELIANCE,SELL,158,2326.91,367651.78
2025-11-23,ALPHA_SEC,CL420878,RELIANCE,BUY,272,611.19,166243.68
2025-11-23,ALPHA_SEC,CL194009,KOTAKBANK,BUY,73,254.65,18589.45
2025-11-25,OMEGA_BROKING,CL615347,KOTAKBANK,SELL,103,1118.62,115217.86
2025-11-20,DELTA_TRADES,CL768596,LT,BUY,283,1068.08,302266.64
2025-11-26,BETA_INVEST,CL239107,HDFC,SELL,123,700.34,86141.82
2025-11-22,BETA_INVEST,CL105386,ITC,SELL,239,790.35,188893.65
2025-11-26,BETA_INVEST,CL152135,INFY,BUY,10,1453.36,14533.6
2025-11-23,ALPHA_SEC,CL173719,HDFC,SELL,9,1292.57,11633.13
2025-11-20,ALPHA_SEC,CL116992,SBIN,BUY,144,286.74,41290.56
2025-11-24,BETA_INVEST,CL541465,SBIN,SELL,279,2047.34,571207.86
2025-11-22,DELTA_TRADES,CL145246,TATAMOTORS,BUY,11,148.14,1629.54
2025-11-21,BETA_INVEST,CL921500,ITC,SELL,245,361.95,88677.75
2025-11-24,BETA_INVEST,CL441270,INFY,SELL,25,564.17,14104.25
2025-11-20,OMEGA_BROKING,CL036324,LT,SELL,105,448.67,47110.35
2025-11-24,BETA_INVEST,CL375558,SBIN,BUY,79,841.57,66484.03
2025-11-23,DELTA_TRADES,CL465288,LT,SELL,76,2292.65,174241.4
2025-11-25,ALPHA_SEC,CL467397,HDFC,BUY,97,2389.71,231801.87
2025-11-20,OMEGA_BROKING,CL975772,AXISBANK,BUY,127,730.13,92726.51
2025-11-21,DELTA_TRADES,CL617002,LT,SELL,74,1030.2,76234.8
2025-11-25,BETA_INVEST,CL914547,SBIN,BUY,159,442.27,70320.93
2025-11-25,DELTA_TRADES,CL073774,LT,BUY,295,657.14,193856.3
2025-11-21,BETA_INVEST,CL087507,LT,SELL,281,598.06,168054.86
2025-11-21,ALPHA_SEC,CL532693,LT,BUY,284,1510.34,428936.56
2025-11-26,ALPHA_SEC,CL059806,INFY,BUY,269,863.51,232284.19
2025-11-21,OMEGA_BROKING,CL588646,TATAMOTORS,SELL,98,1371.2,134377.6
2025-11-26,OMEGA_BROKING,CL109739,SBIN,BUY,86,1692.77,145578.22
2025-11-20,OMEGA_BROKING,CL920463,KOTAKBANK,BUY,115,1999.05,229890.75
2025-11-25,ALPHA_SEC,CL117355,HDFC,BUY,215,1257.39,270338.85
2025-11-26,ALPHA_SEC,CL265016,ICICIBANK,BUY,10,685.92,6859.2
2025-11-23,OMEGA_BROKING,CL250771,AXISBANK,BUY,274,2167.63,593930.62
2025-11-26,ALPHA_SEC,CL969269,TATAMOTORS,SELL,1,169.32,169.32
2025-11-20,ALPHA_SEC,CL878579,AXISBANK,SELL,230,1393.99,320617.7
2025-11-22,OMEGA_BROKING,CL557330,INFY,BUY,1,819.74,819.74
2025-11-25,DELTA_TRADES,CL138346,AXISBANK,BUY,242,2410.34,583302.28
2025-11-23,OMEGA_BROKING,CL072370,LT,BUY,91,2012.09,183100.19
2025-11-22,BETA_INVEST,CL329554,TATAMOTORS,BUY,260,2484.23,645899.8
2025-11-24,ALPHA_SEC,CL055083,SBIN,SELL,72,182.42,13134.24
2025-11-22,DELTA_TRADES,CL329216,RELIANCE,BUY,28,2455.01,68740.28
2025-11-26,OMEGA_BROKING,CL613555,ICICIBANK,SELL,242,864.57,209225.94
2025-11-25,OMEGA_BROKING,CL690351,AXISBANK,SELL,140,492.26,68916.4
2025-11-25,OMEGA_BROKING,CL920172,TATAMOTORS,SELL,129,2308.77,297831.33
2025-11-24,BETA_INVEST,CL038523,AXISBANK,SELL,66,2487.75,164191.5
2025-11-23,DELTA_TRADES,CL610714,TATAMOTORS,BUY,130,846.1,109993.0
2025-11-24,ALPHA_SEC,CL427750,LT,SELL,39,573.85,22380.15
2025-11-25,OMEGA_BROKING,CL877294,ICICIBANK,SELL,183,1577.44,288671.52
2025-11-25,ALPHA_SEC,CL380708,TATAMOTORS,BUY,273,1543.02,421244.46
2025-11-21,BETA_INVEST,CL466899,INFY,BUY,264,1690.44,446276.16
2025-11-21,BETA_INVEST,CL749174,SBIN,BUY,126,2454.81,309306.06
2025-11-22,DELTA_TRADES,CL197835,LT,SELL,193,2388.04,460891.72
2025-11-26,DELTA_TRADES,CL676693,TATAMOTORS,SELL,170,723.42,122981.4
2025-11-23,ALPHA_SEC,CL856010,LT,SELL,254,1847.39,469237.06
2025-11-26,ALPHA_SEC,CL665982,KOTAKBANK,SELL,168,328.06,55114.08
2025-11-22,BETA_INVEST,CL736068,INFY,BUY,105,182.7,19183.5
2025-11-24,BETA_INVEST,CL191040,RELIANCE,SELL,210,207.41,43556.1
2025-11-21,DELTA_TRADES,CL611162,TATAMOTORS,SELL,299,1614.88,482849.12
2025-11-24,DELTA_TRADES,CL159160,KOTAKBANK,BUY,115,2348.32,270056.8
2025-11-25,BETA_INVEST,CL978468,INFY,BUY,33,1118.31,36904.23
2025-11-26,BETA_INVEST,CL521911,TATAMOTORS,SELL,48,2217.02,106416.96
2025-11-20,ALPHA_SEC,CL908316,AXISBANK,SELL,34,2490.31,84670.54
2025-11-21,BETA_INVEST,CL644451,SBIN,SELL,204,866.97,176861.88
2025-11-26,OMEGA_BROKING,CL525083,ICICIBANK,BUY,66,465.64,30732.24
2025-11-25,DELTA_TRADES,CL293548,TATAMOTORS,BUY,114,2065.62,235480.68
2025-11-22,ALPHA_SEC,CL025424,INFY,SELL,257,1196.3,307449.1
2025-11-22,BETA_INVEST,CL774275,SBIN,BUY,41,2169.3,88941.3
2025-11-26,OMEGA_BROKING,CL124034,LT,SELL,202,1691.45,341672.9
2025-11-20,DELTA_TRADES,CL298344,LT,BUY,91,1794.51,163300.41
2025-11-26,BETA_INVEST,CL379316,AXISBANK,BUY,188,699.03,131417.64
2025-11-21,DELTA_TRADES,CL599302,INFY,BUY,245,1919.5,470277.5
2025-11-23,ALPHA_SEC,CL246390,ICICIBANK,BUY,173,139.25,24090.25
2025-11-24,ALPHA_SEC,CL427564,LT,SELL,167,1714.26,286281.42
2025-11-22,BETA_INVEST,CL898860,LT,BUY,91,635.01,57785.91
2025-11-22,DELTA_TRADES,CL213220,RELIANCE,BUY,205,2201.1,451225.5
2025-11-26,ALPHA_SEC,CL357900,RELIANCE,SELL,122,2061.63,251518.86
2025-11-26,DELTA_TRADES,CL588117,LT,BUY,210,2262.89,475206.9
2025-11-26,BETA_INVEST,CL963588,AXISBANK,BUY,14,2196.65,30753.1
2025-11-22,DELTA_TRADES,CL006454,ITC,SELL,124,1266.04,156988.96
2025-11-22,OMEGA_BROKING,CL102790,KOTAKBANK,BUY,19,1414.5,26875.5
2025-11-24,BETA_INVEST,CL766648,KOTAKBANK,BUY,180,388.87,69996.6
2025-11-20,ALPHA_SEC,CL604915,TATAMOTORS,BUY,65,1962.91,127589.15
2025-11-23,DELTA_TRADES,CL382485,ICICIBANK,BUY,56,1750.68,98038.08
2025-11-20,BETA_INVEST,CL167523,SBIN,SELL,33,2199.26,72575.58
2025-11-20,ALPHA_SEC,CL724318,SBIN,SELL,22,709.41,15607.02
